CTRL1	CTRL2	CTRL3	CIP1	CIP2	CIP3	ID	TYPE	NAME	???	DESCRIPTION
1185	628	354	186	205	501	PA0380	CDS			sulfur carrier protein ThiS
4515	2651	1252	710	662	1294	PA0381	CDS	thiG		thiazole synthase
3590	2146	913	732	602	1232	PA0382	CDS	micA	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase
1490	904	382	569	567	669	PA0383	CDS			hypothetical protein
475	269	185	163	225	208	PA0384	CDS			hypothetical protein
504	281	242	163	160	296	PA0385	CDS			hypothetical protein
641	352	215	174	151	236	PA0386	CDS			coproporphyrinogen III oxidase
6823	3497	2524	3363	3155	3668	PA0387	CDS			non-canonical purine NTP pyrophosphatase
5601	2508	1683	3485	2733	3228	PA0388	CDS			hypothetical protein
2644	1338	775	730	734	1221	PA0389	CDS			hypothetical protein
3303	1925	1102	640	654	1428	PA0390	CDS	metX	2.3.1.31	homoserine O-acetyltransferase
4680	2703	1899	1276	1097	1530	PA0391	CDS			hypothetical protein
2887	1579	1151	2314	1921	2447	PA0392	CDS			hypothetical protein
3450	2099	872	2347	2202	2551	PA0393	CDS	proC	1.5.1.2	pyrroline-5-carboxylate reductase
2311	1430	828	1417	1257	1441	PA0394	CDS			hypothetical protein
8496	4250	3618	3304	3160	3847	PA0395	CDS	pilT		twitching motility protein PilT
12116	6946	4343	5512	4918	5718	PA0396	CDS	pilU		twitching motility protein PilU
2152	1094	906	1151	1180	1147	PA0397	CDS			cation efflux system protein
1827	726	1483	1127	1290	1271	PA0398	CDS			hypothetical protein
1975	1094	443	840	790	1027	PA0399	CDS			cystathionine beta-synthase
2682	1508	509	775	749	1098	PA0400	CDS			cystathionine gamma-lyase
6991	3880	1657	1341	1467	1413	PA0401	CDS		3.5.2.3	dihydroorotase
7203	3844	2057	1384	1318	1592	PA0402	CDS	pyrB	2.1.3.2	aspartate carbamoyltransferase
2683	1338	934	778	746	918	PA0403	CDS	pyrR	2.4.2.9	bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase
1339	814	378	463	522	471	PA0404	CDS			Holliday junction resolvase
3407	2121	1284	857	910	1006	PA0405	CDS			hypothetical protein
2031	967	964	643	724	1035	PA0406	CDS	tonB3		transporter TonB
12990	6894	6608	5469	5201	6842	PA0407	CDS	gshB	6.3.2.3	glutathione synthetase
22928	10923	9962	12713	8531	13225	PA0408	CDS	pilG		pilus biosynthesis/twitching motility protein PilG
5814	2915	2705	2733	2649	3092	PA0409	CDS	pilH		twitching motility protein PilH
3357	2002	1437	1336	1431	1241	PA0410	CDS	pilI		twitching motility protein PilI
21383	11893	7500	6458	6525	6304	PA0411	CDS	pilJ		twitching motility protein PilJ
2836	1640	953	1464	1279	1157	PA0412	CDS	pilK		methyltransferase PilK
46013	25900	12300	19259	17232	13550	PA0413	CDS	chpA		chemotactic signal transduction system protein
4509	2572	1266	1691	1628	1152	PA0414	CDS	chpB		methylesterase
2189	1277	715	718	730	607	PA0415	CDS	chpC		chemotaxis protein
1358	797	499	511	418	416	PA0416	CDS	chpD		transcriptional regulator
283	168	138	134	135	162	PA0417	CDS	chpE		chemotactic transduction protein ChpE
1156	686	413	372	340	523	PA0418	CDS			hypothetical protein
952	568	317	386	306	644	PA0419	CDS			16S ribosomal RNA methyltransferase RsmE
3429	1914	1141	868	861	1476	PA0420	CDS	bioA	2.6.1.62	adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA
4380	2683	1474	1774	1735	3262	PA0421	CDS			hypothetical protein
2457	1397	1140	627	682	983	PA0422	CDS			hypothetical protein
12479	6541	6176	9268	7557	9467	PA0423	CDS	pasP		hypothetical protein
1858	916	982	1212	1165	1508	PA0424	CDS	mexR		multidrug resistance operon repressor MexR
12166	6531	4031	5704	4420	7619	PA0425	CDS	mexA		multidrug resistance protein MexA
28832	15670.9	7366	14076	11500.9	13811	PA0426	CDS	mexB		multidrug resistance protein MexB
20100	10692	5323	12513	10481	11278	PA0427	CDS	oprM		outer membrane protein OprM
20655.5	10340	4476	2666	2683	3552	PA0428	CDS			ATP-dependent RNA helicase
12229	5502	7421	3398	3929	4786	PA0429	CDS			hypothetical protein
3774	1901	932	1256	1109	1256	PA0430	CDS	metF		5,10-methylenetetrahydrofolate reductase
3324	1622	685	595	496	687	PA0431	CDS			hypothetical protein
19232	10133	4268	4024	3486	4900	PA0432	CDS	sahH	3.3.1.1	adenosylhomocysteinase
98	68	40	43	33	73	PA0433	CDS			hypothetical protein
472	291	199	408	392	508	PA0434	CDS			hypothetical protein
328	186	114	147	145	211	PA0435	CDS			hypothetical protein
4933	2420	2899	1771	1738	2043	PA0436	CDS			transcriptional regulator
1546	901	407	430	447	516	PA0437	CDS	codA	3.5.4.1	cytosine deaminase
742	387	189	151	164	292	PA0438	CDS	codB		cytosine permease
186	104	69	81	105	109	PA0439	CDS		1.3.1.1	dihydropyrimidine dehydrogenase
289	177	75	173	149	176	PA0440	CDS			oxidoreductase
701	353	256	342	424	452	PA0441	CDS	dht		D-hydantoinase/dihydropyrimidinase
21	7	3	2	2	3	PA0442	CDS			hypothetical protein
290	151	131	155	151	179	PA0443	CDS			transporter
661	325	266	677	784	813	PA0444	CDS			allantoate amidohydrolase
288.667	137.833	121.167	253.5	238.5	248.833	PA0445	CDS			transposase
1272	620	392	5265	6670	6913	PA0446	CDS			hypothetical protein
3517	2013	1215	22052	28600	31252	PA0447	CDS	gcdH		glutaryl-CoA dehydrogenase
983	637	429	584	600	998	PA0448	CDS			transcriptional regulator
9937	3969	4882	5713	5026	4969	PA0449	CDS			acyl-CoA thioesterase
802	490	251	462	470	494	PA0450	CDS			phosphate transporter
5298	3221	1160	3740	3918	3923	PA0451	CDS			hypothetical protein
938	478	241	483	509	468	PA0452	CDS			hypothetical protein
1384	744	504	557	645	636	PA0451a	CDS			amino acid ABC transporter substrate-binding protein
2667	1496	1244	1582	1510	1541	PA0454	CDS			hypothetical protein
2202	1210	661	827	1110	988	PA0455	CDS	dbpA		ATP-dependent RNA helicase DbpA
172661	70284	180172	49461	53534	53990	PA0456	CDS			cold-shock protein
1238	663	483	296	326	269	PA0457	CDS			hypothetical protein
502	340	234	360	324	279	PA0457.1	CDS			hypothetical protein
1966	1232	777	819	837	1020	PA0458	CDS			major facilitator superfamily transporter
81036	39032	14163	19333	19086	19328	PA0459	CDS			chaperone protein ClpB
12037	6680	2500	6072	5496	4937	PA0460	CDS			hypothetical protein
4287	2525	1682	1934	1703	2395	PA0461	CDS			acyltransferase
3390	1549	1600	2213	2358	3360	PA0462	CDS			hypothetical protein
1130	589	369	417	413	738	PA0463	CDS	creB		DNA-binding response regulator CreB
1336	720	473	464	534	762	PA0464	CDS	creC		sensory histidine kinase CreC
742	464	350	551	483	501	PA0465	CDS	creD		hypothetical protein
124	82	45	47	29	53	PA0466	CDS			hypothetical protein
1469	723	275	415	438	447	PA0467	CDS			hypothetical protein
3186	1686	975	1666	1531	1793	PA0468	CDS			hypothetical protein
3139	1923	919	1378	1443	1458	PA0469	CDS			hypothetical protein
1062	610	386	718	646	683	PA0470	CDS	fiuA		ferrichrome receptor FiuA
198	93	68	108	85	144	PA0471	CDS			transmembrane sensor
92	72	36	141	129	229	PA0472	CDS			RNA polymerase sigma factor
935	557	329	1148	957	1111	PA0473	CDS			glutathione S-transferase
54	42	15	59	56	56	PA0474	CDS			esterase
381	265	152	201	198	245	PA0475	CDS			transcriptional regulator
1281	625	462	562	530	748	PA0476	CDS			permease
525	279	172	252	276	282	PA0477	CDS			transcriptional regulator
369	222	151	183	212	261	PA0478	CDS			N-acetyltransferase
401	255	159	297	325	376	PA0479	CDS			transcriptional regulator
148	67	72	80	74	76	PA0480	CDS			3-oxoadipate enol-lactonase
298	175	142	245	208	296	PA0481	CDS			hypothetical protein
19906	10524	4411	7379	8472	12235	PA0482	CDS	glcB	2.3.3.9	malate synthase G
1429	749	532	995	1627	1253	PA0483	CDS			acetyltransferase
2048	1208	767	1112	1413	1224	PA0484	CDS			hypothetical protein
1186	688	517	564	468	545	PA0485	CDS			hypothetical protein
1626	935	528	657	635	787	PA0486	CDS			serine/threonine protein kinase
1415	841	503	646	654	733	PA0487	CDS			molybdenum transport regulator
349	202	176	244	287	296	PA0488	CDS			hypothetical protein
263	173	72	143	173	193	PA0489	CDS			phosphoribosyl transferase
464	245	264	490	469	528	PA0490	CDS			hypothetical protein
456	244	184	292	234	299	PA0491	CDS			transcriptional regulator
607	366	205	170	132	162	PA0492	CDS			hypothetical protein
185	110	106	79	65	121	PA0493	CDS			acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
492	270	168	185	179	233	PA0494	CDS			acetyl-CoA carboxylase biotin carboxylase subunit
618	328	183	385	348	376	PA0495	CDS			hypothetical protein
377	194	130	353	276	229	PA0496	CDS			hypothetical protein
626	313	411	354	272	402	PA0497	CDS			hypothetical protein
1669	841	1051	1352	1141	1311	PA0498	CDS			hypothetical protein
436	259	258	331	322	332	PA0499	CDS			pili assembly chaperone
2567	1517	880	916	908	1011	PA0500	CDS	bioB		biotin synthase
1207	726	259	512	476	555	PA0501	CDS	bioF	2.3.1.47	8-amino-7-oxononanoate synthase
1102	683	338	528	478	471	PA0502	CDS			biotin biosynthesis protein BioH
763	465	148	238	222	271	PA0503	CDS			biotin synthesis protein BioC
635	407	162	284	312	327	PA0504	CDS	bioD	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD
6179	2672	4405	5300	5687	4299	PA0505	CDS			hypothetical protein
12069.2	6301.6	3810.85	5847.66	5239.68	5780.68	PA0506	CDS			acyl-CoA dehydrogenase
1123.77	704.404	307.15	348.339	357.321	397.323	PA0507	CDS			acyl-CoA dehydrogenase
1352.21	786.018	400.367	508.838	415.501	667.597	PA0508	CDS			acyl-CoA dehydrogenase
4203	1956	1105	1124	1060	1104	PA0509	CDS	nirN		cytochrome C
1884	857	448	504	465	463	PA0510	CDS			uroporphyrin-III C-methyltransferase
1508	828	346	592	490	502	PA0511	CDS	nirJ		heme d1 biosynthesis protein NirJ
552	274	167	249	236	233	PA0512	CDS			heme d1 biosynthesis protein NirH
277	157	101	118	95	102	PA0513	CDS			heme d1 biosynthesis protein NirG
319	159	63	81	64	76	PA0514	CDS	nirL		heme d1 biosynthesis protein NirL
544	254	182	182	165	187	PA0515	CDS			heme d1 biosynthesis protein NirD
1566	746	348	452	398	444	PA0516	CDS	nirF		heme d1 biosynthesis protein NirF
344	180	93	78	71	69	PA0517	CDS	nirC		cytochrome c55X
1230	603	343	234	224	256	PA0518	CDS	nirM		cytochrome C-551
11379	5762	2985	1621	1144	2020	PA0519	CDS	nirS		nitrite reductase
1107	618	355	1351	1044	1113	PA0520	CDS	nirQ		denitrification regulatory protein NirQ
106	81	43	76	69	91	PA0521	CDS			cytochrome C oxidase subunit
24	22	17	10	15	10	PA0522	CDS			hypothetical protein
182	126	87	49	52	59	PA0523	CDS	norC		nitric oxide reductase subunit C
823	438	209	191	180	263	PA0524	CDS	norB		nitric oxide reductase subunit B
959	648	298	305	328	352	PA0525	CDS			denitrification protein NorD
573	297	270	188	183	241	PA0526	CDS			hypothetical protein
2317	1149	1175	788	836	869	PA0527	CDS	dnr		transcriptional regulator Dnr
596	312	297	140	153	178	PA0528	CDS			transcriptional regulator
3434	1925	1329	700	686	775	PA0529	CDS			hypothetical protein
3467	2038	764	479	500	399	PA0530	CDS			class III pyridoxal phosphate-dependent aminotransferase
1573	940	445	318	290	231	PA0531	CDS			glutamine amidotransferase
292	175	187	152	163	152	PA0532	CDS			hypothetical protein
1253	738	351	573	507	586	PA0533	CDS			transcriptional regulator
1439	860	347	1295	1165	2039	PA0534	CDS			hypothetical protein
830	469	242	591	516	804	PA0535	CDS			transcriptional regulator
4103	2370	842	1284	1058	1627	PA0536	CDS			hypothetical protein
4756	2618	1561	1748	1599	2449	PA0537	CDS			hypothetical protein
978	504	448	670	732	835	PA0538	CDS	dsbB		disulfide bond formation protein
579	289	226	229	217	218	PA0539	CDS			hypothetical protein
701	431	319	466	468	662	PA0540	CDS			hypothetical protein
2426	1557	1031	768	709	1292	PA0541	CDS			hypothetical protein
2643	1924	1033	724	723	773	PA0542	CDS			hypothetical protein
980	535	246	944	920	999	PA0543	CDS			hypothetical protein
755	410	286	495	557	543	PA0544	CDS			hypothetical protein
6497	3661	1942	4479	3474	3214	PA0545	CDS			hypothetical protein
16739	9425	5730	4129	3911	6351	PA0546	CDS	metK	2.5.1.6	S-adenosylmethionine synthetase
9026	5164	3071	2689	3003	5216	PA0547	CDS			transcriptional regulator
14144	7806	3390	2859	2719	5383	PA0548	CDS	tktA	2.2.1.1	transketolase
1424	941	375	447	400	523	PA0549	CDS			hypothetical protein
416	241	112	189	182	244	PA0550	CDS			hypothetical protein
2145	1228	760	678	652	1331	PA0551	CDS	epd		D-erythrose 4-phosphate dehydrogenase
5947	3243	1665	3402	2695	5021	PA0552	CDS	pgk	2.7.2.3	phosphoglycerate kinase
2047	1027	766	3690	2882	3805	PA0553	CDS			hypothetical protein
2132	1069	716	1821	1524	2351	PA0554	CDS			hypothetical protein
11462	6872	3336	4961	4491	7313	PA0555	CDS	fda	4.1.2.13	fructose-1,6-bisphosphate aldolase
621	336	170	316	321	360	PA0556	CDS			hypothetical protein
519	270	171	463	448	381	PA0557	CDS			hypothetical protein
1123	725	332	352	390	401	PA0558	CDS			hypothetical protein
1687	1046	581	599	584	772	PA0559	CDS			hypothetical protein
1278	781	740	418	457	614	PA0560	CDS			hypothetical protein
35	15	21	3	5	10	PA0561	CDS			hypothetical protein
1008	622	353	173	207	252	PA0562	CDS			hydrolase
8716	4634	8325	2021	2171	5602	PA0563	CDS			hypothetical protein
541	332	187	238	212	260	PA0564	CDS			transcriptional regulator
1001	553	464	919	749	621	PA0565	CDS			hypothetical protein
1216	682	402	540	533	636	PA0566	CDS			hypothetical protein
2886	1078	1562	4767	3606	6043	PA0567	CDS			hypothetical protein
544	333	247	426	379	479	PA0568	CDS			hypothetical protein
302	188	92	78	86	107	PA0569	CDS			hypothetical protein
246	127	57	39	26	53	PA0570	CDS			hypothetical protein
645	401	231	285	329	395	PA0571	CDS			hypothetical protein
993	528	283	476	426	448	PA0572	CDS			hypothetical protein
564	278	278	504	398	518	PA0573	CDS			hypothetical protein
1426	843	830	789	724	1048	PA0574	CDS			hypothetical protein
869	569	463	207	283	386	PA0574.1	tRNA			tRNA-Met
5169	2602	2175	2033	2235	2319	PA0575	CDS			hypothetical protein
59167	31351	24725	20307	18649	22452	PA0576	CDS	rpoD		RNA polymerase sigma factor RpoD
8049	4386	3060	4640	3255	5299	PA0577	CDS	dnaG	2.7.7.-	DNA primase
4226	2443	1201	424	395	725	PA0578	CDS			hypothetical protein
28782	10883	20947	3709	3782	10782	PA0579	CDS	rpsU		30S ribosomal protein S21
3888	2316	1460	1155	1276	1456	PA0580	CDS	gcp		tRNA N6-adenosine threonylcarbamoyltransferase
4104	1911	1682	1108	1136	1414	PA0581	CDS			glycerol-3-phosphate acyltransferase PlsY
494	354	141	211	181	281	PA0582	CDS	folB		dihydroneopterin aldolase
697	443	267	246	250	335	PA0583	CDS			hypothetical protein
1798	1028	557	644	630	716	PA0584	CDS	cca	3.1.3.-	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase
995	457	376	326	285	384	PA0585	CDS			hypothetical protein
59235	27421	23718	18620	17412	21631	PA0586	CDS			hypothetical protein
44034	20629	13129	13223	13145	14691	PA0587	CDS			hypothetical protein
144637	64508	42533	61390	55376	63475	PA0588	CDS			hypothetical protein
1511	859	508	583	483	520	PA0589	CDS		2.8.1.1	thiosulfate sulfurtransferase
4681	2581	1202	1330	1281	1349	PA0590	CDS	apaH	3.6.1.41	bis(5'-nucleosyl)-tetraphosphatase
3188	1641	925	1111	989	1092	PA0591	CDS			protein ApaG
2744	1469	914	461	453	741	PA0592	CDS	ksgA	2.1.1.-	ribosomal RNA small subunit methyltransferase A
1961	1141	680	725	656	881	PA0593	CDS	pdxA	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase
10457	5930	3872	4507	3512	5372	PA0594	CDS	surA		chaperone SurA
22548	12514	8607	5087	4756	8050	PA0595	CDS	ostA		organic solvent tolerance protein OstA
5134	3207	1634	3382	2447	2603	PA0596	CDS			hypothetical protein
2363	1510	470	1288	1194	961	PA0597	CDS			nucleotidyl transferase
2128	1407	488	924	1042	700	PA0598	CDS			hypothetical protein
2275	1204	880	880	879	1014	PA0599	CDS			hypothetical protein
3427	1743	1629	1527	1405	1866	PA0600	CDS			two-component sensor
1628	945	812	878	681	774	PA0601	CDS			two-component response regulator
1885	1113	841	679	589	875	PA0602	CDS			ABC transporter
2618	1444	1046	379	324	457	PA0603	CDS			ABC transporter ATP-binding protein
2603	1491	1013	963	740	860	PA0604	CDS			ABC transporter
5213	3653	2918	4938	4747	3944	PA0605	CDS			ABC transporter permease
603	348	283	230	207	266	PA0606	CDS			ABC transporter permease
3451	1910	1143	423	415	766	PA0607	CDS	rpe	5.1.3.1	ribulose-phosphate 3-epimerase
4247	2119	1562	837	944	1112	PA0608	CDS			phosphoglycolate phosphatase
5292	3133	1723	1790	1691	2257	PA0609	CDS	trpE	4.1.3.27	anthranilate synthase component I
4865	2706	2093	8321	5731	10216	PA0610	CDS	prtN		transcriptional regulator PrtN
2175	1377	1000	1596	1375	2296	PA0611	CDS	prtR		HTH-type transcriptional regulator PrtR
1103	709	245	788	605	1322	PA0612	CDS	ptrB		repressor PtrB
1570	1075	534	1579	1107	2261	PA0613	CDS			hypothetical protein
346	239	99	529	502	942	PA0614	CDS			hypothetical protein
1593	1030	539	1829	1887	2621	PA0615	CDS			hypothetical protein
1175	752	265	707	672	1487	PA0616	CDS			hypothetical protein
817	456	203	471	493	1148	PA0617	CDS			bacteriophage protein
1769	986	448	1057	1049	2295	PA0618	CDS			bacteriophage protein
1435	790	346	887	751	1822	PA0619	CDS			bacteriophage protein
4476	2375	1189	2771	2437	5415	PA0620	CDS			bacteriophage protein
94	65	53	16	18	21	PA0621	CDS			hypothetical protein
8721	4869	1895	4919	4387	11176	PA0622	CDS			bacteriophage protein
3443	1739	727	2121	1805	4520	PA0623	CDS			bacteriophage protein
1693	947	360	1018	894	2179	PA0624	CDS			hypothetical protein
6342	3301	1105	3498	3136	7523	PA0625	CDS			hypothetical protein
1759	1073	454	1217	1115	2366	PA0626	CDS			hypothetical protein
383	187	117	231	218	522	PA0627	CDS			hypothetical protein
1708	964	385	1074	961	2284	PA0628	CDS			hypothetical protein
671	435	132	533	536	1181	PA0629	CDS			hypothetical protein
300	250	89	327	313	694	PA0630	CDS			hypothetical protein
286	149	92	242	214	459	PA0631	CDS			hypothetical protein
181	113	68	34	26	56	PA0633	CDS			hypothetical protein
62	53	24	9	11	18	PA0634	CDS			hypothetical protein
42	34	25	6	12	8	PA0635	CDS			hypothetical protein
206	97	70	31	31	46	PA0636	CDS			hypothetical protein
20	15	10	7	8	12	PA0637	CDS			hypothetical protein
52	41	25	12	8	18	PA0638	CDS			bacteriophage protein
49	24	18	5	3	18	PA0639	CDS			hypothetical protein
43	27	23	9	13	13	PA0640	CDS			bacteriophage protein
310	169	96	43	45	71	PA0641	CDS			bacteriophage protein
143	72	70	27	21	49	PA0643	CDS			hypothetical protein
33	20	11	4	10	13	PA0644	CDS			hypothetical protein
38	22	19	7	6	7	PA0645	CDS			hypothetical protein
129	85	51	18	22	40	PA0646	CDS			hypothetical protein
19	15	11	3	8	6	PA0647	CDS			hypothetical protein
13	16	20	3	4	8	PA0648	CDS			hypothetical protein
3553	2074	1386	765	885	1095	PA0649	CDS	trpG	4.1.3.27	anthranilate synthase component II
5368	3656	1607	2224	2450	2456	PA0650	CDS	trpD	2.4.2.18	anthranilate phosphoribosyltransferase
4492	2925	1677	1213	1182	1437	PA0651	CDS	trpC	4.1.1.48	indole-3-glycerol phosphate synthase
23525	12416	13166	4136	3784	5314	PA0652	CDS	vfr		cAMP-regulatory protein
587	398	308	283	285	315	PA0653	CDS			hypothetical protein
3629	2105	1753	823	709	1988	PA0654	CDS	speD	4.1.1.50	S-adenosylmethionine decarboxylase
13989	7400	5782	2788	2876	3655	PA0655	CDS			2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
