CTRL1	CTRL2	CIP1	CIP2	id	type	name	??	description
13	16	21	21	b0323	CDS	yahI		carbamate kinase-like protein YahI
120	243	224	151	b0324	CDS	yahJ		putative deaminase with metallo-dependent hydrolase domain
2099	3539	3770	3087	b0325	CDS	yahK	1.1.1.2	aldehyde reductase, NADPH-dependent
17	11	22	18	b0326	CDS	yahL		uncharacterized protein YahL
15	19	3	4	b0327	CDS	yahM		uncharacterized protein YahM
19	21	8	10	b0328	CDS	yahN		putative amino acid exporter YahN
2787	4558	1099	992	b0329	CDS	yahO		DUF1471 domain-containing protein YahO
122	299	158	150	b0330	CDS	prpR		DNA-binding transcriptional dual regulator PrpR
12	35	17	11	b0331	CDS	prpB	4.1.3.30	2-methylisocitrate lyase
9	13	17	10	b0333	CDS	prpC	2.3.3.5	2-methylcitrate synthase
7	33	16	9	b0334	CDS	prpD	4.2.1.79	2-methylcitrate dehydratase
32	53	55	36	b0335	CDS	prpE	6.2.1.17	propionyl-CoA synthetase
924	2096	555	381	b0336	CDS	codB		cytosine transporter
1173	2873	1111	885	b0337	CDS	codA	3.5.4.1	cytosine/isoguanine deaminase
96	214	106	65	b0338	CDS	cynR		DNA-binding transcriptional dual regulator CynR
26	43	31	18	b0339	CDS	cynT	4.2.1.1	carbonic anhydrase 1
12	36	25	26	b0340	CDS	cynS		cyanase
19	43	22	27	b0341	CDS	cynX		cyanate transporter
20	31	5	2	b0342	CDS	lacA	2.3.1.18	galactoside O-acetyltransferase
26	27	7	8	b0343	CDS	lacY		lactose permease
43	78	60	59	b0344	CDS	lacZ	3.2.1.108	beta-galactosidase
216	481	337	261	b0345	CDS	lacI		DNA-binding transcriptional repressor LacI
132	323	246	162	b0346	CDS	mhpR		DNA-binding transcriptional activator MhpR
8	10	16	11	b0347	CDS	mhpA	1.14.13.127	3-(3-hydroxyphenyl)propanoate hydroxylase
1	21	5	13	b0348	CDS	mhpB	1.13.11.16	3-carboxyethylcatechol 2,3-dioxygenase
12	29	41	30	b0349	CDS	mhpC	3.7.1.14	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase
9	13	24	14	b0350	CDS	mhpD	4.2.1.80	2-hydroxypentadienoate hydratase
15	52	51	33	b0351	CDS	mhpF	1.2.1.10	acetaldehyde dehydrogenase (acetylating) MhpF
18	57	46	52	b0352	CDS	mhpE	4.1.3.39	4-hydroxy-2-oxovalerate aldolase
29	51	50	34	b0353	CDS	mhpT		3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter
220	419	230	197	b0354	CDS	yaiL		DUF2058 domain-containing protein YaiL
464	931	846	871	b0355	CDS	frmB	3.1.2.12	S-formylglutathione hydrolase FrmB
1078	3254	3383	3097	b0356	CDS	frmA	1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase
187	570	581	528	b0357	CDS	frmR		DNA-binding transcriptional repressor FrmR
40	96	23	19	b0358	CDS	yaiO		outer membrane protein YaiO
12	12	2	4	b4579	CDS	yaiX		putative acyltransferase, N-terminal fragment
58.9526	137.667	82.3333	72.4598	b0360	CDS	insC1		IS2 element protein InsA
103.047	228	115.167	102.04	b0361	CDS	insD1		IS2 element protein
32	92	22	17	b0363	CDS	yaiP		putative glucosyltransferase
0	0	0	0	b4731	CDS	ykiC		protein YkiC
2	0	1	2	b0364	CDS	yaiS		putative deacetylase YaiS
22	64	21	25	b0365	CDS	tauA	7.6.2.7	taurine ABC transporter periplasmic binding protein
13	15	14	14	b0366	CDS	tauB	7.6.2.7	taurine ABC transporter ATP binding subunit
8	32	11	7	b0367	CDS	tauC	7.6.2.7	taurine ABC transporter membrane subunit
43	117	76	56	b0368	CDS	tauD	1.14.11.17	taurine dioxygenase
590	1328	869	727	b0369	CDS	hemB	4.2.1.24	porphobilinogen synthase
258	462	165	147	b4580	CDS	yaiT		putative autotransporter YaiT
0	0	0	0	b4767	CDS	ytiB		protein YtiB
62.6	135.6	89.6	70.8	b0372	CDS	insF2		IS3 element protein InsF
28.2	77.8	43.4	35.6	b0373	CDS	insE2		IS3 element protein InsE
18	36	6	11	b0375	CDS	iprA		putative DNA-binding transcriptional regulator IprA
172	404	197	117	b0376	CDS	ampH		peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase
257	425	294	218	b0377	CDS	sbmA		peptide antibiotic/peptide nucleic acid transporter
279	667	359	306	b0378	CDS	yaiW		surface-exposed outer membrane lipoprotein
47	103	48	26	b0379	CDS	yaiY		DUF2755 domain-containing inner membrane protein YaiY
82	112	58	56	b0380	CDS	yaiZ		DUF2754 domain-containing protein YaiZ
507	1250	621	541	b0381	CDS	ddlA	6.3.2.4	D-alanine--D-alanine ligase A
304	499	53	50	b0382	CDS	iraP		anti-adaptor protein for sigma(S) stabilization
251	474	165	136	b0383	CDS	phoA	3.1.3.1	alkaline phosphatase
225	556	259	252	b0384	CDS	psiF		PsiF family protein
65	110	111	98	b0385	CDS	dgcC	2.7.7.65	diguanylate cyclase DgcC
374	791	592	584	b0386	CDS	proC	1.5.1.2	pyrroline-5-carboxylate reductase
254	583	451	473	b0387	CDS	yaiI		DUF188 domain-containing protein YaiI
1226	3199	1520	1372	b0388	CDS	aroL	2.7.1.71	shikimate kinase 2
1484	3042	1253	1189	b0389	CDS	yaiA		protein YaiA
812	1905	1065	991	b0390	CDS	aroM		protein AroM
1014	1765	920	875	b0391	CDS	ppnP	2.4.2.15	nucleoside phosphorylase PpnP
15	21	8	5	b4732	CDS	ykiD		protein YkiD
348	879	472	372	b0393	CDS	rdgC		nucleoid-associated protein RdgC
221	479	384	303	b0394	CDS	mak	2.7.1.4	fructokinase
139	283	186	183	b0396	CDS	araJ		putative transport protein AraJ
298	738	618	459	b0397	CDS	sbcC		ATP dependent, structure specific DNA nuclease - SbcC subunit
184	437	249	213	b0398	CDS	sbcD		ATP dependent, structure specific DNA nuclease - SbcD subunit
121	242	158	133	b0399	CDS	phoB		DNA-binding transcriptional dual regulator PhoB
133	303	142	134	b0400	CDS	phoR	2.7.13.3	sensor histidine kinase PhoR
1279	2340	2042	2222	b0401	CDS	brnQ		branched chain amino acid transporter BrnQ
308	508	498	470	b0402	CDS	proY		putative transporter ProY
175	344	362	274	b0403	CDS	malZ	3.2.1.20	maltodextrin glucosidase
118	225	217	180	b0404	CDS	acpH	3.1.4.14	acyl carrier protein phosphodiesterase
383	982	797	564	b0405	CDS	queA	2.4.99.17	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase
1558	3915	2653	2065	b0406	CDS	tgt	2.4.2.29	tRNA-guanine transglycosylase
1472	3753	1924	1742	b0407	CDS	yajC		Sec translocon accessory complex subunit YajC
3160	8333	5970	4860	b0408	CDS	secD		Sec translocon accessory complex subunit SecD
1763	3731	2829	2406	b0409	CDS	secF		Sec translocon accessory complex subunit SecF
208	479	258	235	b0410	CDS	yajD		HNH nuclease family protein YajD
1651	3782	2052	1641	b0411	CDS	tsx		nucleoside-specific channel-forming protein Tsx
142	200	66	61	b0412	CDS	yajI		putative lipoprotein YajI
282	647	476	411	b0413	CDS	nrdR		NrdR transcriptional repressor
604	1305	1399	1126	b0414	CDS	ribD	1.1.1.193	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
575	1355	1473	1358	b0415	CDS	ribE	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
937	2047	2356	1989	b0416	CDS	nusB		transcription antitermination protein NusB
339	547	621	431	b0417	CDS	thiL	2.7.4.16	thiamine monophosphate kinase
592	1172	663	663	b0418	CDS	pgpA	3.1.3.27	phosphatidylglycerophosphatase A
1204	2802	2370	2168	b0419	CDS	yajO		1-deoxyxylulose-5-phosphate synthase YajO
1510	3487	2585	2228	b0420	CDS	dxs	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase
693	1338	1284	903	b0421	CDS	ispA	2.5.1.1	geranyl diphosphate/farnesyl diphosphate synthase
176	281	284	199	b0422	CDS	xseB	3.1.11.6	exodeoxyribonuclease VII subunit XseB
731	1844	1504	1161	b0423	CDS	thiI	2.8.1.4	tRNA uridine 4-sulfurtransferase
180	438	312	275	b0424	CDS	yajL		protein/nucleic acid deglycase 3
283	613	403	380	b0425	CDS	panE	1.1.1.169	2-dehydropantoate 2-reductase
1073	2597	1206	1001	b0426	CDS	yajQ		nucleotide binding protein YajQ
249	441	274	218	b0427	CDS	yajR		putative transport protein YajR
3685	7578	4834	4353	b0428	CDS	cyoE	2.5.1.141	heme O synthase
1028	2247	1663	1478	b0429	CDS	cyoD	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 4
1856	3500	2844	2361	b0430	CDS	cyoC	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 3
9215	19906	15819	12328	b0431	CDS	cyoB	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 1
8355	18547	11172	8877	b0432	CDS	cyoA	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 2
408	997	645	470	b0433	CDS	ampG		muropeptide:H(+) symporter
503	1288	756	508	b0434	CDS	yajG		putative lipoprotein YajG
3434	7035	3360	3528	b0435	CDS	bolA		DNA-binding transcriptional dual regulator BolA
10171	29366	17604	15511	b0436	CDS	tig	5.2.1.8	trigger factor
3144	6001	4865	4993	b0437	CDS	clpP	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
5791	13664	11978	11249	b0438	CDS	clpX	3.4.21.92	ATP-dependent Clp protease ATP-binding subunit ClpX
3753	8760	7311	6738	b0439	CDS	lon	3.4.21.53	Lon protease
3543	6118	3976	4196	b0440	CDS	hupB		DNA-binding protein HU-beta
2469	6110	3679	3143	b0441	CDS	ppiD		periplasmic folding chaperone
36	82	68	61	b0442	CDS	ybaV		helix-hairpin-helix 3 family protein
144	328	165	155	b0443	CDS	fadM		long-chain acyl-CoA thioesterase FadM
321	461	250	221	b0444	CDS	queC	6.3.4.20	7-cyano-7-deazaguanine synthase
67	152	96	51	b0445	CDS	ybaE		uncharacterized protein YbaE
147	289	143	137	b0446	CDS	cof	3.1.3.74	HMP-PP phosphatase
79	187	92	89	b0447	CDS	decR		DNA-binding transcriptional activator DecR
184	444	291	254	b0448	CDS	mdlA		ABC transporter family protein MdlA
199	472	309	253	b0449	CDS	mdlB		ABC transporter family protein MdlB
22	18	9	23	b0450	CDS	glnK		nitrogen regulator GlnK
110	197	152	139	b0451	CDS	amtB		ammonia/ammonium transporter
359	688	481	412	b0452	CDS	tesB	3.1.2.20	acyl-CoA thioesterase II
3578	8601	3308	3094	b0453	CDS	ybaY		PF09619 family lipoprotein YbaY
134	223	196	143	b0454	CDS	ybaZ		DNA base-flipping protein
119	217	166	162	b0456	CDS	ybaA		DUF1428 domain-containing protein YbaA
297	578	304	234	b0457	CDS	pdeB		c-di-GMP phosphodiesterase PdeB
201	281	160	154	b0458	CDS	ylaC		putative inner membrane protein
525	1011	305	372	b0459	CDS	maa	2.3.1.79	maltose O-acetyltransferase
1427	2962	1026	1155	b0460	CDS	hha		hemolysin expression-modulating protein Hha
2247	3912	1099	1408	b0461	CDS	tomB		Hha toxicity modulator TomB
6093	16728	11906	10624	b0462	CDS	acrB		multidrug efflux pump RND permease AcrB
3160	9120	5872	5119	b0463	CDS	acrA		multidrug efflux pump membrane fusion lipoprotein AcrA
643	1279	634	648	b0464	CDS	acrR		DNA-binding transcriptional repressor AcrR
1018	2479	1524	1215	b0465	CDS	mscK		potassium dependent, small conductance mechanosensitive channel
46	95	45	45	b0466	CDS	ybaM		DUF2496 domain-containing protein YbaM
83	238	149	128	b0467	CDS	priC		primosomal replication protein N''
326	601	468	395	b0468	CDS	ybaN		DUF454 domain-containing inner membrane protein YbaN
695	1443	985	766	b0469	CDS	apt	2.4.2.7	adenine phosphoribosyltransferase
1308.99	3016	2638	2311	b0470	CDS	dnaX		DNA polymerase III subunit tau
0.00885102	3.40884e-07	0	0	b0470	CDS	dnaX		DNA polymerase III subunit gamma
452	1137	1058	1023	b0471	CDS	ybaB		putative nucleoid-associated protein YbaB
611	1356	1360	1171	b0472	CDS	recR		DNA repair protein RecR
921	2372	1569	1485	b0473	CDS	htpG		chaperone protein HtpG
2959	8119	2973	2440	b0474	CDS	adk	2.7.4.3	adenylate kinase
210	472	263	197	b0475	CDS	hemH	4.99.1.1	ferrochelatase
41	107	64	36	b0476	CDS	aes	3.1.1.6	acetylesterase
480	1049	767	592	b0477	CDS	gsk	2.7.1.73	inosine/guanosine kinase
1211	2892	2399	2275	b0478	CDS	ybaL		putative transporter YbaL
113	171	124	122	b0479	CDS	fsr		fosmidomycin efflux pump
687	1469	1110	898	b0480	CDS	ushA	3.1.3.41	5'-nucleotidase/UDP-sugar hydrolase
193	349	197	188	b0481	CDS	ybaK		Cys-tRNA(Pro) and Cys-tRNA(Cys) deacylase
356	622	450	449	b0482	CDS	ybaP		TraB family protein YbaP
573	1030	579	531	b0483	CDS	ybaQ		DNA-binding transcriptional regulator YbaQ
4023.5	8512.95	7223.31	7433.89	b0484	CDS	copA	7.2.2.8	Cu(+) exporting P-type ATPase
639.503	1441.05	962.687	1151.11	b0484	CDS	copA		soluble Cu(+) chaperone
1571	2419	688	645	b0485	CDS	glsA	3.5.1.2	glutaminase 1
849	1330	375	356	b0486	CDS	ybaT		putative transporter YbaT
242	616	195	207	b0487	CDS	cueR		DNA-binding transcriptional dual regulator CueR
118	226	107	136	b0488	CDS	ybbJ		NfeD-like family protein YbbJ
333	754	394	366	b0489	CDS	qmcA		PHB domain-containing protein QmcA
108	277	93	109	b0490	CDS	fetA		putative iron ABC exporter ATP-binding subunit FetA
101	199	109	79	b0491	CDS	fetB		putative iron ABC exporter membrane subunit FetB
669	1735	1334	1146	b0492	CDS	cnoX		chaperedoxin
324	770	657	621	b0493	CDS	ybbO	1.1.1.2	NADP(+)-dependent aldehyde reductase YbbO
270	617	337	324	b0494	CDS	tesA	3.1.1.5	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1
122	274	183	138	b0495	CDS	ybbA		putative ABC transporter ATP-binding protein YbbA
395	885	588	545	b0496	CDS	ybbP		putative ABC transporter membrane subunit YbbP
378	408.289	238.411	284.868	b0497	CDS	rhsD		protein RhsD
104	130	50	82	b0498	CDS	ybbC		PF15631 family protein YbbC
54	103	63	53	b0502	CDS	ylbG		putative DNA-binding transcriptional regulator YlbG
65	184	103	80	b0503	CDS	selU	2.9.1.3	tRNA 2-selenouridine synthase
11	11	5	3	b0504	CDS	allS		DNA-binding transcriptional activator AllS
9	22	4	5	b0505	CDS	allA	4.3.2.3	ureidoglycolate lyase
1143	2158	1148	1005	b0506	CDS	allR		DNA-binding transcriptional repressor AllR
33	78	59	54	b0507	CDS	gcl	4.1.1.47	glyoxylate carboligase
7	11	13	4	b0508	CDS	hyi	5.3.1.22	hydroxypyruvate isomerase
10	28	17	17	b0509	CDS	glxR		tartronate semialdehyde reductase 2
4	12	7	2	b0511	CDS	ybbW		putative allantoin transporter
21	65	24	12	b0512	CDS	allB	3.5.2.5	allantoinase
40	84	82	67	b0513	CDS	ybbY		putative purine transporter
64	162	85	90	b0514	CDS	glxK	2.7.1.165	glycerate 2-kinase 2
163	329	104	83	b0515	CDS	allE	3.5.3.26	(S)-ureidoglycine aminohydrolase
67	221	57	48	b0516	CDS	allC	3.5.3.9	allantoate amidohydrolase
7	13	5	6	b0517	CDS	allD	1.1.1.350	ureidoglycolate dehydrogenase
5	7	5	0	b0518	CDS	fdrA		putative acyl-CoA synthetase FdrA
7	20	21	17	b4572	CDS	ylbE		DUF1116 domain-containing protein YlbE
10	12	9	9	b0520	CDS	ylbF		DUF2877 domain-containing protein YlbF
54	117	115	100	b0521	CDS	ybcF		putative carbamate kinase
1069	2440	1503	997	b0522	CDS	purK	6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase
434	1187	665	416	b0523	CDS	purE	5.4.99.18	N(5)-carboxyaminoimidazole ribonucleotide mutase
273	717	508	357	b0524	CDS	lpxH	3.6.1.54	UDP-2,3-diacylglucosamine diphosphatase
2644	6594	3579	3110	b0525	CDS	ppiB	5.2.1.8	peptidyl-prolyl cis-trans isomerase B
706	1448	835	653	b0526	CDS	cysS	6.1.1.16	cysteine--tRNA ligase
30	67	67	44	b0527	CDS	ybcI		PF04307 family inner membrane protein YbcI
56	148	129	103	b0528	CDS	ybcJ		putative RNA-binding protein YbcJ
1021	2370	1663	1326	b0529	CDS	folD	1.5.1.5	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
14	46	14	16	b0530	CDS	sfmA		putative fimbrial protein SfmA
7	7	2	2	b0531	CDS	sfmC		putative fimbrial chaperone SfmC
34	60	13	12	b0532	CDS	sfmD		putative fimbrial usher protein SfmD
3	2	0	0	b0533	CDS	sfmH		putative fimbrial adhesin protein SfmH
7	2	2	2	b0534	CDS	sfmF		putative fimbrial protein SfmF
23	44	11	11	b0535	CDS	fimZ		putative LuxR family transcriptional regulator FimZ
4	20	2	2	b0536	tRNA	argU		tRNA-Arg
451	1247	536	454	b0537	CDS	intD		DLP12 prophage; putative integrase
47	59	29	26	b0542	CDS	renD		DLP12 prophage; protein RenD
28.2	77.8	43.4	35.6	b0540	CDS	insE3		DLP12 prophage; IS3 element protein InsE
62.6	135.6	89.6	70.8	b0541	CDS	insF3		DLP12 prophage; IS3 element protein InsF
132	238	35	40	b0543	CDS	emrE		DLP12 prophage; multidrug/betaine/choline efflux transporter EmrE
0	1	0	0	b4733	CDS	ylcJ		DLP12 prophage; protein YlcJ
33	50	20	11	b0544	CDS	ybcK		DLP12 prophage; putative recombinase YbcK
37	105	30	34	b0545	CDS	ybcL		DLP12 prophage; periplasmic protein YbcL
296	270	58	81	b0546	CDS	ybcM		DLP12 prophage; putative DNA-binding transcriptional regulator
1	2	0	0	b4588	CDS	ylcH		DLP12 prophage; uncharacterized protein YlcH
5	8	1	1	b0547	CDS	ybcN		DLP12 prophage; DNA base-flipping protein
0	1	1	0	b0548	CDS	ninE		DLP12 prophage; NinE family prophage protein
0	0	0	0	b0549	CDS	ybcO		DLP12 prophage; putative nuclease YbcO
2	2	2	5	b0550	CDS	rusA		DLP12 prophage; crossover junction endodeoxyribonuclease RusA
1	1	0	0	b4509	CDS	ylcG		DLP12 prophage; uncharacterized protein YlcG
24	20	4	7	b0551	CDS	quuD		DLP12 prophage; prophage antitermination protein Q homolog QuuD
488	1098	503	349	b0553	CDS	nmpC		DLP12 prophage; putative outer membrane porin NmpC
303.891	796.838	498.521	408.04	b0552	CDS	insH2		DLP12 prophage; IS5 transposase and trans-activator
34	38	25	18	b0554	CDS	essD		DLP12 prophage; putative phage lysis protein
36	74	24	17	b0555	CDS	rrrD	3.2.1.17	DLP12 prophage; lysozyme
20.8016	40.6473	15.0579	18.5418	b0556	CDS	rzpD		DLP12 prophage; putative prophage endopeptidase RzpD
2.43156	9.62746	0.223064	0.951747	b4510	CDS	rzoD		DLP12 prophage; putative prophage lysis lipoprotein RzoD
76	129	31	17	b0557	CDS	borD		DLP12 prophage; prophage lipoprotein BorD
17.5152	9.26316	3	5	b0558	CDS	ybcV		DLP12 prophage; DUF1398 domain-containing protein YbcV
28	18	4	7	b0559	CDS	ybcW		DLP12 prophage; uncharacterized protein YbcW
11	19	5	4	b4589	CDS	ylcI		DLP12 prophage; DUF3950 domain-containing protein YlcI
11.318	11.0614	13.6654	8.21843	b0560	CDS	nohD		DLP12 prophage; putative DNA-packaging protein NohD
17.8442	44.3566	13.8517	14.487	b0561	CDS	tfaD		DLP12 prophage; putative tail fiber assembly protein TfaD
4	12	5	5	b0563	CDS	tfaX		DLP12 prophage; protein TfaX
196	210	17	30	b0564	CDS	appY		DLP12 prophage; DNA-binding transcriptional activator AppY
6570	14512	5333	4486	b0565	CDS	ompT	3.4.23.49	DLP12 prophage; protease 7
32	47	19	14	b0566	CDS	envY		DNA-binding transcriptional activator EnvY
31	81	42	31	b0567	CDS	ybcH		DUF4434 domain-containing protein YbcH
112	244	180	157	b0568	CDS	nfrA		bacteriophage N4 outer membrane receptor
239	406	376	459	b0569	CDS	nfrB		bacteriophage N4 adsorption protein
1259	2597	3025	2540	b0570	CDS	cusS	2.7.13.1	sensor histidine kinase CusS
1403	2687	2354	2320	b0571	CDS	cusR		DNA-binding transcriptional activator CusR
6303	15444	14832	14687	b0572	CDS	cusC		copper/silver export system outer membrane channel
2871	8148	10275	10591	b0573	CDS	cusF		copper/silver export system periplasmic binding protein
3768	10885	16375	16276	b0574	CDS	cusB		copper/silver export system membrane fusion protein
4968	9846	17615	17368	b0575	CDS	cusA		copper/silver export system RND permease
897	1814	2259	2282	b0576	CDS	pheP		phenylalanine:H(+) symporter PheP
354	646	270	219	b0577	CDS	ybdG		miniconductance mechanosensitive channel YbdG
604	1394	666	489	b0578	CDS	nfsB	1.5.1.34	NAD(P)H nitroreductase NfsB
75	216	131	106	b0579	CDS	ybdF		PF04237 family protein YbdF
76	190	89	79	b0580	CDS	ybdJ		DUF1158 domain-containing protein YbdJ
675	1602	1169	1024	b0581	CDS	ybdK		carboxylate-amine ligase
7	1	6	3	b4415	CDS	hokE		protein HokE
314.333	627	491.667	372.667	b0582	CDS	insL2		IS186/IS421 transposase
101	209	130	145	b0583	CDS	entD	6.3.2.14	phosphopantetheinyl transferase EntD
1091	2009	1313	1151	b0584	CDS	fepA		ferric enterobactin outer membrane transporter
208	367	274	202	b0585	CDS	fes	3.1.1.108	ferric enterobactin esterase
16	38	29	26	b4511	CDS	ybdZ		enterobactin biosynthesis protein YbdZ
945	1738	1679	1686	b0586	CDS	entF	6.3.2.14	apo-serine activating enzyme
15	30	24	19	b0587	CDS	fepE		polysaccharide co-polymerase family protein FepE
189	416	231	238	b0588	CDS	fepC	7.2.2.17	ferric enterobactin ABC transporter ATP binding subunit
106	248	157	147	b0589	CDS	fepG	7.2.2.17	ferric enterobactin ABC transporter membrane subunit FepG
337	609	352	316	b0590	CDS	fepD	7.2.2.17	ferric enterobactin ABC transporter membrane subunit FebD
286	720	349	279	b0591	CDS	entS		enterobactin exporter EntS
304	876	455	370	b0592	CDS	fepB	7.2.2.17	ferric enterobactin ABC transporter periplasmic binding protein
530	1172	627	480	b0593	CDS	entC	5.4.4.2	isochorismate synthase EntC
531	1237	827	675	b0594	CDS	entE	6.3.2.14	2,3-dihydroxybenzoate-AMP ligase
292	603	421	365	b0595	CDS	entB	3.3.2.1	enterobactin synthase component B
220	481	378	344	b0596	CDS	entA	1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
187	355	255	226	b0597	CDS	entH		proofreading thioesterase in enterobactin biosynthesis
789	1591	910	791	b0598	CDS	cstA		carbon starvation protein A
57	96	69	58	b4512	CDS	ybdD		PF04328 family protein YbdD
168	354	165	161	b0599	CDS	hcxA		hydroxycarboxylate dehydrogenase A
88	214	47	39	b0600	CDS	ybdL	2.6.1.88	methionine transaminase
26	55	25	20	b0601	CDS	ybdM		ParB-like nuclease domain-containing protein YbdM
24	52	36	19	b0602	CDS	ybdN		putative PAPS reductase/DUF3440 domain-containing protein YbdN
58	92	39	47	b0603	CDS	ybdO		putative LysR family DNA-binding transcriptional regulator YbdO
557	1257	933	860	b0604	CDS	dsbG	5.3.4.1	protein sulfenic acid reductase and chaperone DsbG
11173	28502	23151	21439	b0605	CDS	ahpC	1.11.1.26	alkyl hydroperoxide reductase, AhpC component
1110	3020	1795	1549	b0606	CDS	ahpF	1.11.1.26	alkyl hydroperoxide reductase, AhpF component
289	469	129	103	b0607	CDS	uspG		universal stress protein G
818	1151	332	294	b0608	CDS	ybdR		putative Zn(2(+))-dependent alcohol dehydrogenase YbdR
55	73	28	29	b4734	CDS	yldA		protein YldA
428	1026	657	624	b0610	CDS	rnk		nucleoside diphosphate kinase regulator
603	1400	932	803	b0611	CDS	rna	4.6.1.21	RNase I
30	53	29	15	b0612	CDS	citT		citrate:succinate antiporter
