id	type	gene	version	description
PaeAG1_00506	CDS			ATP-dependent RNA helicase
PaeAG1_00507	CDS			hypothetical protein
PaeAG1_00508	CDS	metF		5,10-methylenetetrahydrofolate reductase
PaeAG1_00509	CDS			hypothetical protein
PaeAG1_00510	CDS	sahH	3.3.1.1	adenosylhomocysteinase
PaeAG1_00511	CDS			hypothetical protein
PaeAG1_00512	CDS			TonB-dependent receptor
PaeAG1_00513	CDS			hypothetical protein
PaeAG1_00514	CDS			transcriptional regulator
PaeAG1_00515	CDS	codA	3.5.4.1	cytosine deaminase
PaeAG1_00516	CDS	codB		cytosine permease
PaeAG1_00517	CDS		1.3.1.1	dihydropyrimidine dehydrogenase
PaeAG1_00518	CDS			oxidoreductase
PaeAG1_00519	CDS	dht		D-hydantoinase/dihydropyrimidinase
PaeAG1_00520	CDS			transporter
PaeAG1_00521	CDS			allantoate amidohydrolase
PaeAG1_00522	CDS	yfdE_1	2.8.3.19	Acetyl-CoA:oxalate CoA-transferase
PaeAG1_00523	CDS	gcdH		glutaryl-CoA dehydrogenase
PaeAG1_00524	CDS			transcriptional regulator
PaeAG1_00525	CDS			acyl-CoA thioesterase
PaeAG1_00526	CDS			phosphate transporter
PaeAG1_00527	CDS			hypothetical protein
PaeAG1_00528	CDS			hypothetical protein
PaeAG1_00529	CDS			amino acid ABC transporter substrate-binding protein
PaeAG1_00530	CDS	yccS		Inner membrane protein YccS
PaeAG1_00531	CDS	dbpA		ATP-dependent RNA helicase DbpA
PaeAG1_00532	CDS			cold-shock protein
PaeAG1_00533	CDS			hypothetical protein
PaeAG1_00534	CDS			hypothetical protein
PaeAG1_00535	CDS			major facilitator superfamily transporter
PaeAG1_00536	CDS			chaperone protein ClpB
PaeAG1_00537	CDS			hypothetical protein
PaeAG1_00538	CDS			acyltransferase
PaeAG1_00539	CDS			hypothetical protein
PaeAG1_00540	CDS	creB		DNA-binding response regulator CreB
PaeAG1_00541	CDS	creC		sensory histidine kinase CreC
PaeAG1_00542	CDS	creD		Inner membrane protein CreD
PaeAG1_00543	CDS			hypothetical protein
PaeAG1_00544	CDS			hypothetical protein
PaeAG1_00545	CDS			glutathione S-transferase
PaeAG1_00546	CDS	vgb	4.2.99.-	Virginiamycin B lyase
PaeAG1_00547	CDS			hypothetical protein
PaeAG1_00548	CDS	fiuA_1		ferrichrome receptor FiuA
PaeAG1_00549	CDS			transmembrane sensor
PaeAG1_00550	CDS			RNA polymerase sigma factor
PaeAG1_00551	CDS			glutathione S-transferase
PaeAG1_00552	CDS			esterase
PaeAG1_00553	CDS			transcriptional regulator
PaeAG1_00554	CDS			permease
PaeAG1_00555	CDS			transcriptional regulator
PaeAG1_00556	CDS			N-acetyltransferase
PaeAG1_00557	CDS			transcriptional regulator
PaeAG1_00558	CDS			3-oxoadipate enol-lactonase
PaeAG1_00559	CDS			hypothetical protein
PaeAG1_00560	CDS	glcB	2.3.3.9	malate synthase G
PaeAG1_00561	CDS			acetyltransferase
PaeAG1_00562	CDS			hypothetical protein
PaeAG1_00563	CDS			chloramphenicol-sensitive protein RarD
PaeAG1_00564	CDS			serine/threonine protein kinase
PaeAG1_00565	CDS			molybdenum transport regulator
PaeAG1_00566	CDS			hypothetical protein
PaeAG1_00567	CDS			phosphoribosyl transferase
PaeAG1_00568	CDS			hypothetical protein
PaeAG1_00569	CDS			transcriptional regulator
PaeAG1_00570	CDS			hypothetical protein
PaeAG1_00571	CDS			acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
PaeAG1_00572	CDS			acetyl-CoA carboxylase biotin carboxylase subunit
PaeAG1_00573	CDS	kipI_1		Kinase A inhibitor
PaeAG1_00574	CDS	kipA		KipI antagonist
PaeAG1_00575	CDS			hypothetical protein
PaeAG1_00576	CDS			hypothetical protein
PaeAG1_00577	CDS			pili assembly chaperone
PaeAG1_00578	CDS	bioB		biotin synthase
PaeAG1_00579	CDS	bioF	2.3.1.47	8-amino-7-oxononanoate synthase
PaeAG1_00580	CDS			biotin biosynthesis protein BioH
PaeAG1_00581	CDS			biotin synthesis protein BioC
PaeAG1_00582	CDS	bioD	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD
PaeAG1_00583	CDS			hypothetical protein
PaeAG1_00584	CDS			acyl-CoA dehydrogenase
PaeAG1_00585	CDS			acyl-CoA dehydrogenase
PaeAG1_00586	CDS			acyl-CoA dehydrogenase
PaeAG1_00587	CDS	nirN		cytochrome C
PaeAG1_00588	CDS			uroporphyrin-III C-methyltransferase
PaeAG1_00589	CDS	nirJ		heme d1 biosynthesis protein NirJ
PaeAG1_00590	CDS			heme d1 biosynthesis protein NirH
PaeAG1_00591	CDS			heme d1 biosynthesis protein NirG
PaeAG1_00592	CDS	nirL		heme d1 biosynthesis protein NirL
PaeAG1_00593	CDS			heme d1 biosynthesis protein NirD
PaeAG1_00594	CDS	nirF		heme d1 biosynthesis protein NirF
PaeAG1_00595	CDS	nirC		cytochrome c55X
PaeAG1_00596	CDS	nirM		cytochrome C-551
PaeAG1_00597	CDS	nirS		nitrite reductase
PaeAG1_00598	CDS	nirQ		denitrification regulatory protein NirQ
PaeAG1_00599	CDS			cytochrome C oxidase subunit
PaeAG1_00600	CDS			hypothetical protein
PaeAG1_00601	CDS	norC		nitric oxide reductase subunit C
PaeAG1_00602	CDS	norB		nitric oxide reductase subunit B
PaeAG1_00603	CDS			denitrification protein NorD
PaeAG1_00604	CDS			hypothetical protein
PaeAG1_00605	CDS	dnr		transcriptional regulator Dnr
PaeAG1_00606	CDS			transcriptional regulator
PaeAG1_00607	CDS	yiiM_1		Protein YiiM
PaeAG1_00608	CDS			hypothetical protein
PaeAG1_00609	CDS			class III pyridoxal phosphate-dependent aminotransferase
PaeAG1_00610	CDS			glutamine amidotransferase
PaeAG1_00611	CDS			hypothetical protein
PaeAG1_00612	CDS			transcriptional regulator
PaeAG1_00613	CDS			oxidoreductase
PaeAG1_00614	CDS			transcriptional regulator
PaeAG1_00615	CDS			hypothetical protein
PaeAG1_00616	CDS	lemA_1		Protein LemA
PaeAG1_00617	CDS	dsbB		disulfide bond formation protein
PaeAG1_00618	CDS			hypothetical protein
PaeAG1_00619	CDS			hypothetical protein
PaeAG1_00620	CDS			hypothetical protein
PaeAG1_00621	CDS	yqjC		Protein YqjC
PaeAG1_00622	CDS			hypothetical protein
PaeAG1_00623	CDS	cpdA_1	3.1.4.53	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PaeAG1_00624	CDS	hmp	1.14.12.17	Flavohemoprotein
PaeAG1_00625	CDS	metK	2.5.1.6	S-adenosylmethionine synthetase
PaeAG1_00626	CDS			transcriptional regulator
PaeAG1_00627	CDS	tktA	2.2.1.1	transketolase
PaeAG1_00628	CDS			hypothetical protein
PaeAG1_00629	CDS	otnI	5.3.1.35	2-oxo-tetronate isomerase
PaeAG1_00630	CDS	epd		D-erythrose 4-phosphate dehydrogenase
PaeAG1_00631	CDS	pgk	2.7.2.3	phosphoglycerate kinase
PaeAG1_00632	CDS			hypothetical protein
PaeAG1_00633	CDS			hypothetical protein
PaeAG1_00634	CDS	fda	4.1.2.13	fructose-1,6-bisphosphate aldolase
PaeAG1_00635	CDS			hypothetical protein
PaeAG1_00636	CDS			hypothetical protein
PaeAG1_00637	CDS		2.1.1.-	putative methyltransferase
PaeAG1_00638	CDS			hypothetical protein
PaeAG1_00639	CDS	ygjP	3.6.1.-	UTP pyrophosphatase
PaeAG1_00640	CDS			hydrolase
PaeAG1_00641	CDS	yhaI		Inner membrane protein YhaI
PaeAG1_00642	CDS			transcriptional regulator
PaeAG1_00643	CDS			hypothetical protein
PaeAG1_00644	CDS			hypothetical protein
PaeAG1_00645	CDS			hypothetical protein
PaeAG1_00646	CDS			hypothetical protein
PaeAG1_00647	CDS			hypothetical protein
PaeAG1_00648	CDS			hypothetical protein
PaeAG1_00649	CDS			hypothetical protein
PaeAG1_00650	CDS	impA	3.4.24.-	Immunomodulating metalloprotease
PaeAG1_00651	CDS			hypothetical protein
PaeAG1_00652	CDS			hypothetical protein
PaeAG1_00653	CDS			hypothetical protein
PaeAG1_00654	tRNA			tRNA-Met
PaeAG1_00655	CDS			hypothetical protein
PaeAG1_00656	CDS			hypothetical protein
PaeAG1_00657	CDS	rpoD		RNA polymerase sigma factor RpoD
PaeAG1_00658	CDS	dnaG	2.7.7.-	DNA primase
PaeAG1_00659	CDS	yqeY		putative protein YqeY
PaeAG1_00660	CDS	rpsU		30S ribosomal protein S21
PaeAG1_00661	CDS	gcp		tRNA N6-adenosine threonylcarbamoyltransferase
PaeAG1_00662	CDS			glycerol-3-phosphate acyltransferase PlsY
PaeAG1_00663	CDS	folB		dihydroneopterin aldolase
PaeAG1_00664	CDS			hypothetical protein
PaeAG1_00665	CDS	cca	3.1.3.-	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase
PaeAG1_00666	CDS			hypothetical protein
PaeAG1_00667	CDS			hypothetical protein
PaeAG1_00668	CDS			hypothetical protein
PaeAG1_00669	CDS			hypothetical protein
PaeAG1_00670	CDS		2.8.1.1	thiosulfate sulfurtransferase
PaeAG1_00671	CDS	apaH_1	3.6.1.41	bis(5'-nucleosyl)-tetraphosphatase
PaeAG1_00672	CDS			protein ApaG
PaeAG1_00673	CDS	ksgA	2.1.1.-	ribosomal RNA small subunit methyltransferase A
PaeAG1_00674	CDS	pdxA	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase
PaeAG1_00675	CDS	surA		chaperone SurA
PaeAG1_00676	CDS	ostA		organic solvent tolerance protein OstA
PaeAG1_00677	CDS			hypothetical protein
PaeAG1_00678	CDS			hypothetical protein
PaeAG1_00679	CDS	amgK	2.7.1.-	N-acetylmuramate/N-acetylglucosamine kinase
PaeAG1_00680	CDS			nucleotidyl transferase
PaeAG1_00681	CDS	djlA		Co-chaperone protein DjlA
PaeAG1_00682	CDS			hypothetical protein
PaeAG1_00683	CDS			two-component sensor
PaeAG1_00684	CDS			two-component response regulator
PaeAG1_00685	CDS			ABC transporter
PaeAG1_00686	CDS			ABC transporter ATP-binding protein
PaeAG1_00687	CDS			ABC transporter
PaeAG1_00688	CDS			ABC transporter permease
PaeAG1_00689	CDS			ABC transporter permease
PaeAG1_00690	CDS	rpe	5.1.3.1	ribulose-phosphate 3-epimerase
PaeAG1_00691	CDS			phosphoglycolate phosphatase
PaeAG1_00692	CDS	trpE	4.1.3.27	anthranilate synthase component I
PaeAG1_00693	CDS	prtN		transcriptional regulator PrtN
PaeAG1_00694	CDS	prtR_1		HTH-type transcriptional regulator PrtR
PaeAG1_00695	CDS			hypothetical protein
PaeAG1_00696	CDS	ptrB_1		repressor PtrB
PaeAG1_00697	CDS			hypothetical protein
PaeAG1_00698	CDS			hypothetical protein
PaeAG1_00699	CDS			hypothetical protein
PaeAG1_00700	CDS			hypothetical protein
PaeAG1_00701	CDS			bacteriophage protein
PaeAG1_00702	CDS			bacteriophage protein
PaeAG1_00703	CDS			bacteriophage protein
PaeAG1_00704	CDS			bacteriophage protein
PaeAG1_00705	CDS			hypothetical protein
PaeAG1_00706	CDS			bacteriophage protein
PaeAG1_00707	CDS			bacteriophage protein
PaeAG1_00708	CDS			hypothetical protein
PaeAG1_00709	CDS			hypothetical protein
PaeAG1_00710	CDS			hypothetical protein
PaeAG1_00711	CDS			hypothetical protein
PaeAG1_00712	CDS			hypothetical protein
PaeAG1_00713	CDS			hypothetical protein
PaeAG1_00714	CDS			hypothetical protein
PaeAG1_00715	CDS			hypothetical protein
PaeAG1_00716	CDS	trpG	4.1.3.27	anthranilate synthase component II
PaeAG1_00717	CDS	trpD_1	2.4.2.18	anthranilate phosphoribosyltransferase
PaeAG1_00718	CDS	trpC	4.1.1.48	indole-3-glycerol phosphate synthase
PaeAG1_00719	CDS	vfr		cAMP-regulatory protein
PaeAG1_00720	CDS	yhfA		Protein YhfA
PaeAG1_00721	CDS	speD	4.1.1.50	S-adenosylmethionine decarboxylase
PaeAG1_00722	CDS			2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
PaeAG1_00723	CDS			HIT family protein
PaeAG1_00724	CDS			ATPase
PaeAG1_00725	CDS			short-chain dehydrogenase
PaeAG1_00726	CDS			hypothetical protein
PaeAG1_00727	CDS			hypothetical protein
PaeAG1_00728	CDS			hypothetical protein
PaeAG1_00729	CDS	argC	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase
PaeAG1_00730	CDS			hypothetical protein
PaeAG1_00731	CDS			hypothetical protein
PaeAG1_00732	CDS			iron-sulfur cluster insertion protein ErpA
PaeAG1_00733	CDS			anhydro-N-acetylmuramic acid kinase
PaeAG1_00734	CDS	mepM	3.4.24.-	Murein DD-endopeptidase MepM
PaeAG1_00735	CDS	tyrZ	6.1.1.1	tyrosine--tRNA ligase
PaeAG1_00736	rRNA			16S ribosomal RNA
PaeAG1_00737	tRNA			tRNA-Ile
PaeAG1_00738	tRNA			tRNA-Ala
PaeAG1_00739	rRNA			23S ribosomal RNA
PaeAG1_00740	rRNA			5S ribosomal RNA
PaeAG1_00741	CDS	birA	6.3.4.15	biotin--protein ligase
PaeAG1_00742	CDS		2.7.1.33	pantothenate kinase
PaeAG1_00743	CDS			hypothetical protein
PaeAG1_00744	tRNA			tRNA-Tyr
PaeAG1_00745	tRNA			tRNA-Gly
PaeAG1_00746	tRNA			tRNA-Thr
PaeAG1_00747	CDS	tufA_1	3.6.5.3	elongation factor Tu
PaeAG1_00748	tRNA			tRNA-Trp
PaeAG1_00749	CDS			hypothetical protein
PaeAG1_00750	CDS	nusG		transcription antitermination protein NusG
PaeAG1_00751	CDS	rplK		50S ribosomal protein L11
PaeAG1_00752	CDS	rplA		50S ribosomal protein L1
PaeAG1_00753	CDS	rplJ		50S ribosomal protein L10
PaeAG1_00754	CDS	rplL		50S ribosomal protein L7/L12
PaeAG1_00755	CDS	rpoB	2.7.7.6	DNA-directed RNA polymerase subunit beta
PaeAG1_00756	CDS	rpoC	2.7.7.6	DNA-directed RNA polymerase subunit beta'
PaeAG1_00757	CDS	rpsL		30S ribosomal protein S12
PaeAG1_00758	CDS	rpsG		30S ribosomal protein S7
PaeAG1_00759	CDS	fusA1		elongation factor G
PaeAG1_00760	CDS	tufA_2	3.6.5.3	elongation factor Tu
PaeAG1_00761	CDS	rpsJ		30S ribosomal protein S10
PaeAG1_00762	CDS	rplC		50S ribosomal protein L3
PaeAG1_00763	CDS	rplD		50S ribosomal protein L4
PaeAG1_00764	CDS	rplW		50S ribosomal protein L23
PaeAG1_00765	CDS	rplB		50S ribosomal protein L2
PaeAG1_00766	CDS	rpsS		30S ribosomal protein S19
PaeAG1_00767	CDS	rplV		50S ribosomal protein L22
PaeAG1_00768	CDS	rpsC		30S ribosomal protein S3
PaeAG1_00769	CDS	rplP		50S ribosomal protein L16
PaeAG1_00770	CDS	rpmC		50S ribosomal protein L29
PaeAG1_00771	CDS	rpsQ		30S ribosomal protein S17
PaeAG1_00772	CDS	rplN		50S ribosomal protein L14
PaeAG1_00773	CDS	rplX		50S ribosomal protein L24
PaeAG1_00774	CDS	rplE		50S ribosomal protein L5
PaeAG1_00775	CDS	rpsN		30S ribosomal protein S14
PaeAG1_00776	CDS	rpsH		30S ribosomal protein S8
PaeAG1_00777	CDS	rplF		50S ribosomal protein L6
PaeAG1_00778	CDS	rplR		50S ribosomal protein L18
PaeAG1_00779	CDS	rpsE		30S ribosomal protein S5
PaeAG1_00780	CDS	rpmD		50S ribosomal protein L30
PaeAG1_00781	CDS	rplO		50S ribosomal protein L15
PaeAG1_00782	CDS	secY		preprotein translocase subunit SecY
PaeAG1_00783	CDS	rpmJ		50S ribosomal protein L36
PaeAG1_00784	CDS	rpsM		30S ribosomal protein S13
PaeAG1_00785	CDS	rpsK		30S ribosomal protein S11
PaeAG1_00786	CDS	rpsD		30S ribosomal protein S4
PaeAG1_00787	CDS	rpoA	2.7.7.6	DNA-directed RNA polymerase subunit alpha
PaeAG1_00788	CDS	rplQ		50S ribosomal protein L17
PaeAG1_00789	CDS	katA		catalase
PaeAG1_00790	CDS	bfrA		bacterioferritin
PaeAG1_00791	CDS	uvrA_2		excinuclease ABC subunit A
PaeAG1_00792	CDS			major facilitator superfamily transporter
PaeAG1_00793	CDS	ssb_1		single-stranded DNA-binding protein
PaeAG1_00794	CDS	pchA	5.4.4.2	salicylate biosynthesis isochorismate synthase
PaeAG1_00795	CDS	pchB		isochorismate-pyruvate lyase
PaeAG1_00796	CDS	pchC		pyochelin biosynthetic protein PchC
PaeAG1_00797	CDS	pchD		2,3-dihydroxybenzoate-AMP ligase
PaeAG1_00798	CDS	pchR		transcriptional regulator PchR
PaeAG1_00799	CDS	pchE		dihydroaeruginoic acid synthetase
PaeAG1_00800	CDS	pchF		pyochelin synthetase
PaeAG1_00801	CDS	pchG		pyochelin biosynthetic protein PchG
PaeAG1_00802	CDS			ABC transporter ATP-binding protein
PaeAG1_00803	CDS			ABC transporter ATP-binding protein
PaeAG1_00804	CDS	fptA		Fe(III)-pyochelin outer membrane receptor
PaeAG1_00805	CDS			hypothetical protein
PaeAG1_00806	CDS			hypothetical protein
PaeAG1_00807	CDS			transporter
PaeAG1_00808	CDS			FAD-dependent monooxygenase
PaeAG1_00809	CDS	phzG2_1		pyridoxamine 5'-phosphate oxidase
PaeAG1_00810	CDS	phzF2_1		trans-2,3-dihydro-3-hydroxyanthranilate isomerase
PaeAG1_00811	CDS	phzE2_1		phenazine biosynthesis protein PhzE
PaeAG1_00812	CDS	phzD2_1		phenazine biosynthesis protein PhzD
PaeAG1_00813	CDS	phzC2_1		phenazine biosynthesis protein PhzC
PaeAG1_00814	CDS	phzB2_1		phenazine biosynthesis protein PhzB
PaeAG1_00815	CDS	phzA2_1		phenazine biosynthesis protein PhzA
PaeAG1_00816	CDS	phzM		phenazine-specific methyltransferase
PaeAG1_00817	CDS	oprN_1		multidrug efflux outer membrane protein OprN
PaeAG1_00818	CDS	mexI		resistance-nodulation-cell division (RND) efflux transporter
PaeAG1_00819	CDS	mexH		resistance-nodulation-cell division (RND) efflux membrane fusion protein
PaeAG1_00820	CDS			hypothetical protein
PaeAG1_00821	CDS	ppgL		gluconolactonase PpgL
PaeAG1_00822	CDS			transcriptional regulator
PaeAG1_00823	CDS			nitronate monooxygenase
PaeAG1_00824	CDS	ddlA		D-alanine--D-alanine ligase
PaeAG1_00825	CDS	ytnP	3.1.1.-	putative quorum-quenching lactonase YtnP
PaeAG1_00826	CDS			acyl-CoA dehydrogenase
PaeAG1_00827	CDS			acyl-CoA synthetase
PaeAG1_00828	CDS	bfiS		protein BfiS
PaeAG1_00829	CDS	bfiR		protein BfiR
PaeAG1_00830	CDS			ABC transporter
PaeAG1_00831	CDS			ABC transporter permease
PaeAG1_00832	CDS			ABC transporter permease
PaeAG1_00833	CDS			ABC transporter ATP-binding protein
PaeAG1_00834	CDS			iron/ascorbate oxidoreductase
PaeAG1_00835	CDS	pqsL		monooxygenase
PaeAG1_00836	CDS			aldehyde dehydrogenase
PaeAG1_00837	CDS			dihydrodipicolinate synthetase
PaeAG1_00838	CDS			major facilitator superfamily transporter
PaeAG1_00839	CDS			oxidoreductase
PaeAG1_00840	CDS			transcriptional regulator
PaeAG1_00841	CDS			transcriptional regulator
PaeAG1_00842	CDS			hypothetical protein
PaeAG1_00843	CDS	paiB		Protease synthase and sporulation protein PAI 2
PaeAG1_00844	CDS			hypothetical protein
PaeAG1_00845	CDS			acetolactate synthase
PaeAG1_00846	CDS			porin
PaeAG1_00847	CDS			hypothetical protein
PaeAG1_00848	CDS			hypothetical protein
PaeAG1_00849	CDS	ppiC2		peptidyl-prolyl cis-trans isomerase C2
PaeAG1_00850	CDS	piv		endopeptidase IV
PaeAG1_00851	CDS			transcriptional regulator
PaeAG1_00852	CDS	yjgH		RutC family protein YjgH
PaeAG1_00853	CDS			nuclease
PaeAG1_00854	CDS			protease
PaeAG1_00855	CDS			hypothetical protein
PaeAG1_00856	CDS	ywnA		Putative HTH-type transcriptional regulator YwnA
PaeAG1_00857	CDS	fpvB_1		second ferric pyoverdine receptor FpvB
PaeAG1_00858	CDS		1.1.1.274	2,5-diketo-D-gluconate reductase B
PaeAG1_00859	CDS			acetyltransferase
PaeAG1_00860	CDS			transcriptional regulator
PaeAG1_00861	CDS			hypothetical protein
PaeAG1_00862	CDS		3.5.1.4	amidase
PaeAG1_00863	CDS			short-chain dehydrogenase
PaeAG1_00864	CDS	fepG		ferric enterobactin transporter FepG
PaeAG1_00865	CDS	fepD		ferric enterobactin transporter FepD
PaeAG1_00866	CDS	fepB		iron-enterobactin transporter periplasmic binding protein
PaeAG1_00867	CDS	fepC		ferric enterobactin transporter FepC
PaeAG1_00868	CDS			transcriptional regulator
PaeAG1_00869	CDS			TonB-dependent receptor
PaeAG1_00870	CDS	ntaA	1.14.14.10	Nitrilotriacetate monooxygenase component A
PaeAG1_00871	CDS			hypothetical protein
PaeAG1_00872	CDS			2,3-butanediol dehydrogenase
PaeAG1_00873	CDS			branched-chain alpha-keto acid dehydrogenase subunit E2
PaeAG1_00874	CDS	acoB		acetoin catabolism protein AcoB
PaeAG1_00875	CDS			dehydrogenase E1 component
PaeAG1_00876	CDS			hypothetical protein
PaeAG1_00877	CDS			short-chain dehydrogenase
PaeAG1_00878	CDS	acoR		transcriptional regulator AcoR
PaeAG1_00879	CDS	ambA_1		protein AmbA
PaeAG1_00880	CDS			transcriptional regulator
PaeAG1_00881	CDS	oprM_2		outer membrane protein OprM
PaeAG1_00882	CDS			toxin transporter
PaeAG1_00883	CDS			secretion protein
PaeAG1_00884	CDS			hypothetical protein
PaeAG1_00885	CDS			hypothetical protein
PaeAG1_00886	CDS			hypothetical protein
PaeAG1_00887	CDS			hypothetical protein
PaeAG1_00888	CDS			hypothetical protein
PaeAG1_00889	CDS			hypothetical protein
PaeAG1_00890	CDS			hypothetical protein
PaeAG1_00891	CDS			hypothetical protein
PaeAG1_00892	CDS			hypothetical protein
PaeAG1_00893	CDS			hypothetical protein
PaeAG1_00894	CDS			hypothetical protein
PaeAG1_00895	CDS			hypothetical protein
PaeAG1_00896	CDS			hypothetical protein
PaeAG1_00897	CDS			hypothetical protein
PaeAG1_00898	CDS			hypothetical protein
PaeAG1_00899	CDS			hypothetical protein
PaeAG1_00900	CDS			hypothetical protein
PaeAG1_00901	CDS			hypothetical protein
PaeAG1_00902	CDS			hypothetical protein
PaeAG1_00903	CDS			hypothetical protein
PaeAG1_00904	CDS			hypothetical protein
PaeAG1_00905	CDS			hypothetical protein
PaeAG1_00906	CDS			hypothetical protein
PaeAG1_00907	CDS			hypothetical protein
PaeAG1_00908	CDS			hypothetical protein
PaeAG1_00909	CDS			hypothetical protein
PaeAG1_00910	CDS	dnaB_1		replicative DNA helicase
PaeAG1_00911	CDS			hypothetical protein
PaeAG1_00912	CDS			hypothetical protein
PaeAG1_00913	CDS			hypothetical protein
PaeAG1_00914	CDS			hypothetical protein
PaeAG1_00915	CDS			hypothetical protein
PaeAG1_00916	CDS			hypothetical protein
PaeAG1_00917	CDS			hypothetical protein
PaeAG1_00918	CDS			hypothetical protein
PaeAG1_00919	CDS			hypothetical protein
PaeAG1_00920	CDS			hypothetical protein
PaeAG1_00921	CDS			hypothetical protein
PaeAG1_00922	CDS			hypothetical protein
PaeAG1_00923	CDS	clpP_1	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
