CRTL1	CRTL2	T1	T2	id	type	name	version	description
120	240	221	150	b0324	CDS	yahJ		putative deaminase with metallo-dependent hydrolase domain
2088	3505	3736	3069	b0325	CDS	yahK	1.1.1.2	aldehyde reductase, NADPH-dependent
17	11	22	18	b0326	CDS	yahL		uncharacterized protein YahL
15	17	3	4	b0327	CDS	yahM		uncharacterized protein YahM
19	21	8	10	b0328	CDS	yahN		putative amino acid exporter YahN
2770	4517	1088	981	b0329	CDS	yahO		DUF1471 domain-containing protein YahO
119	299	158	148	b0330	CDS	prpR		DNA-binding transcriptional dual regulator PrpR
12	34	17	11	b0331	CDS	prpB	4.1.3.30	2-methylisocitrate lyase
9	13	17	10	b0333	CDS	prpC	2.3.3.5	2-methylcitrate synthase
7	33	15	9	b0334	CDS	prpD	4.2.1.79	2-methylcitrate dehydratase
32	53	53	36	b0335	CDS	prpE	6.2.1.17	propionyl-CoA synthetase
916	2071	553	375	b0336	CDS	codB		cytosine transporter
1161	2822	1097	880	b0337	CDS	codA	3.5.4.1	cytosine/isoguanine deaminase
94	212	106	65	b0338	CDS	cynR		DNA-binding transcriptional dual regulator CynR
26	43	29	18	b0339	CDS	cynT	4.2.1.1	carbonic anhydrase 1
12	36	25	26	b0340	CDS	cynS		cyanase
19	41	22	27	b0341	CDS	cynX		cyanate transporter
20	31	5	1	b0342	CDS	lacA	2.3.1.18	galactoside O-acetyltransferase
26	27	7	8	b0343	CDS	lacY		lactose permease
43	78	59	59	b0344	CDS	lacZ	3.2.1.108	beta-galactosidase
214	475	334	260	b0345	CDS	lacI		DNA-binding transcriptional repressor LacI
132	321	244	162	b0346	CDS	mhpR		DNA-binding transcriptional activator MhpR
8	10	16	11	b0347	CDS	mhpA	1.14.13.127	3-(3-hydroxyphenyl)propanoate hydroxylase
1	21	5	13	b0348	CDS	mhpB	1.13.11.16	3-carboxyethylcatechol 2,3-dioxygenase
11	29	41	28	b0349	CDS	mhpC	3.7.1.14	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase
8	13	24	13	b0350	CDS	mhpD	4.2.1.80	2-hydroxypentadienoate hydratase
15	52	49	33	b0351	CDS	mhpF	1.2.1.10	acetaldehyde dehydrogenase (acetylating) MhpF
18	57	46	52	b0352	CDS	mhpE	4.1.3.39	4-hydroxy-2-oxovalerate aldolase
29	50	49	34	b0353	CDS	mhpT		3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter
215	415	228	197	b0354	CDS	yaiL		DUF2058 domain-containing protein YaiL
461	925	837	861	b0355	CDS	frmB	3.1.2.12	S-formylglutathione hydrolase FrmB
1070	3227	3338	3071	b0356	CDS	frmA	1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase
185	562	572	524	b0357	CDS	frmR		DNA-binding transcriptional repressor FrmR
39	94	23	19	b0358	CDS	yaiO		outer membrane protein YaiO
12	12	2	4	b4579	CDS	yaiX		putative acyltransferase, N-terminal fragment
58.2859	136	81.3333	71.1667	b0360	CDS	insC1		IS2 element protein InsA
102.047	227.167	114.333	101.333	b0361	CDS	insD1		IS2 element protein
32	92	22	17	b0363	CDS	yaiP		putative glucosyltransferase
0	0	0	0	b4731	CDS	ykiC		protein YkiC
2	0	1	2	b0364	CDS	yaiS		putative deacetylase YaiS
22	64	21	25	b0365	CDS	tauA	7.6.2.7	taurine ABC transporter periplasmic binding protein
13	15	14	14	b0366	CDS	tauB	7.6.2.7	taurine ABC transporter ATP binding subunit
8	32	11	7	b0367	CDS	tauC	7.6.2.7	taurine ABC transporter membrane subunit
42	117	76	55	b0368	CDS	tauD	1.14.11.17	taurine dioxygenase
587	1317	860	720	b0369	CDS	hemB	4.2.1.24	porphobilinogen synthase
256	460	165	146	b4580	CDS	yaiT		putative autotransporter YaiT
0	0	0	0	b4767	CDS	ytiB		protein YtiB
62.2	134.6	88.2	70.4	b0372	CDS	insF2		IS3 element protein InsF
28.2	77.2	42.6	35.6	b0373	CDS	insE2		IS3 element protein InsE
18	36	6	10	b0375	CDS	iprA		putative DNA-binding transcriptional regulator IprA
172	403	197	116	b0376	CDS	ampH		peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase
255	422	291	217	b0377	CDS	sbmA		peptide antibiotic/peptide nucleic acid transporter
278	651	354	301	b0378	CDS	yaiW		surface-exposed outer membrane lipoprotein
47	101	48	25	b0379	CDS	yaiY		DUF2755 domain-containing inner membrane protein YaiY
80	108	56	56	b0380	CDS	yaiZ		DUF2754 domain-containing protein YaiZ
498	1236	618	530	b0381	CDS	ddlA	6.3.2.4	D-alanine--D-alanine ligase A
303	495	52	50	b0382	CDS	iraP		anti-adaptor protein for sigma(S) stabilization
251	468	164	135	b0383	CDS	phoA	3.1.3.1	alkaline phosphatase
222	556	258	248	b0384	CDS	psiF		PsiF family protein
65	109	109	96	b0385	CDS	dgcC	2.7.7.65	diguanylate cyclase DgcC
372	789	587	580	b0386	CDS	proC	1.5.1.2	pyrroline-5-carboxylate reductase
253	580	449	469	b0387	CDS	yaiI		DUF188 domain-containing protein YaiI
1215	3169	1505	1351	b0388	CDS	aroL	2.7.1.71	shikimate kinase 2
1474	3016	1247	1178	b0389	CDS	yaiA		protein YaiA
806	1887	1060	982	b0390	CDS	aroM		protein AroM
1008	1747	911	871	b0391	CDS	ppnP	2.4.2.15	nucleoside phosphorylase PpnP
15	21	7	5	b4732	CDS	ykiD		protein YkiD
346	872	461	368	b0393	CDS	rdgC		nucleoid-associated protein RdgC
220	476	382	301	b0394	CDS	mak	2.7.1.4	fructokinase
138	277	184	182	b0396	CDS	araJ		putative transport protein AraJ
294	732	615	454	b0397	CDS	sbcC		ATP dependent, structure specific DNA nuclease - SbcC subunit
183	435	248	213	b0398	CDS	sbcD		ATP dependent, structure specific DNA nuclease - SbcD subunit
121	240	155	132	b0399	CDS	phoB		DNA-binding transcriptional dual regulator PhoB
132	302	139	132	b0400	CDS	phoR	2.7.13.3	sensor histidine kinase PhoR
1266	2319	2014	2207	b0401	CDS	brnQ		branched chain amino acid transporter BrnQ
306	500	493	465	b0402	CDS	proY		putative transporter ProY
174	341	358	271	b0403	CDS	malZ	3.2.1.20	maltodextrin glucosidase
116	224	216	178	b0404	CDS	acpH	3.1.4.14	acyl carrier protein phosphodiesterase
376	969	793	558	b0405	CDS	queA	2.4.99.17	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase
1538	3880	2628	2043	b0406	CDS	tgt	2.4.2.29	tRNA-guanine transglycosylase
1462	3735	1902	1730	b0407	CDS	yajC		Sec translocon accessory complex subunit YajC
3130	8255	5913	4817	b0408	CDS	secD		Sec translocon accessory complex subunit SecD
1750	3698	2797	2383	b0409	CDS	secF		Sec translocon accessory complex subunit SecF
207	476	252	233	b0410	CDS	yajD		HNH nuclease family protein YajD
1644	3745	2035	1630	b0411	CDS	tsx		nucleoside-specific channel-forming protein Tsx
142	198	65	61	b0412	CDS	yajI		putative lipoprotein YajI
277	641	472	408	b0413	CDS	nrdR		NrdR transcriptional repressor
597	1296	1383	1119	b0414	CDS	ribD	1.1.1.193	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
574	1341	1455	1346	b0415	CDS	ribE	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
930	2030	2335	1970	b0416	CDS	nusB		transcription antitermination protein NusB
335	537	619	425	b0417	CDS	thiL	2.7.4.16	thiamine monophosphate kinase
579	1152	656	659	b0418	CDS	pgpA	3.1.3.27	phosphatidylglycerophosphatase A
1194	2783	2350	2150	b0419	CDS	yajO		1-deoxyxylulose-5-phosphate synthase YajO
1504	3452	2557	2204	b0420	CDS	dxs	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase
688	1323	1271	893	b0421	CDS	ispA	2.5.1.1	geranyl diphosphate/farnesyl diphosphate synthase
174	279	281	197	b0422	CDS	xseB	3.1.11.6	exodeoxyribonuclease VII subunit XseB
725	1826	1485	1149	b0423	CDS	thiI	2.8.1.4	tRNA uridine 4-sulfurtransferase
175	431	308	271	b0424	CDS	yajL		protein/nucleic acid deglycase 3
280	604	401	377	b0425	CDS	panE	1.1.1.169	2-dehydropantoate 2-reductase
1059	2553	1188	987	b0426	CDS	yajQ		nucleotide binding protein YajQ
246	439	273	218	b0427	CDS	yajR		putative transport protein YajR
3636	7457	4758	4283	b0428	CDS	cyoE	2.5.1.141	heme O synthase
1004	2209	1636	1456	b0429	CDS	cyoD	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 4
1830	3454	2803	2317	b0430	CDS	cyoC	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 3
9115	19698	15629	12173	b0431	CDS	cyoB	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 1
8303	18401	11079	8788	b0432	CDS	cyoA	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 2
403	987	644	463	b0433	CDS	ampG		muropeptide:H(+) symporter
496	1274	748	503	b0434	CDS	yajG		putative lipoprotein YajG
3414	6985	3334	3487	b0435	CDS	bolA		DNA-binding transcriptional dual regulator BolA
10100	29101	17445	15352	b0436	CDS	tig	5.2.1.8	trigger factor
3129	5968	4818	4949	b0437	CDS	clpP	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
5746	13569	11880	11170	b0438	CDS	clpX	3.4.21.92	ATP-dependent Clp protease ATP-binding subunit ClpX
3725	8695	7256	6671	b0439	CDS	lon	3.4.21.53	Lon protease
3517	6083	3948	4171	b0440	CDS	hupB		DNA-binding protein HU-beta
2449	6050	3646	3105	b0441	CDS	ppiD		periplasmic folding chaperone
36	82	68	61	b0442	CDS	ybaV		helix-hairpin-helix 3 family protein
142	324	162	153	b0443	CDS	fadM		long-chain acyl-CoA thioesterase FadM
319	458	249	220	b0444	CDS	queC	6.3.4.20	7-cyano-7-deazaguanine synthase
65	148	96	50	b0445	CDS	ybaE		uncharacterized protein YbaE
143	287	142	135	b0446	CDS	cof	3.1.3.74	HMP-PP phosphatase
79	185	91	88	b0447	CDS	decR		DNA-binding transcriptional activator DecR
182	436	289	252	b0448	CDS	mdlA		ABC transporter family protein MdlA
197	469	308	250	b0449	CDS	mdlB		ABC transporter family protein MdlB
22	18	9	23	b0450	CDS	glnK		nitrogen regulator GlnK
108	195	149	136	b0451	CDS	amtB		ammonia/ammonium transporter
358	680	474	410	b0452	CDS	tesB	3.1.2.20	acyl-CoA thioesterase II
3541	8549	3277	3059	b0453	CDS	ybaY		PF09619 family lipoprotein YbaY
133	221	193	141	b0454	CDS	ybaZ		DNA base-flipping protein
118	217	164	161	b0456	CDS	ybaA		DUF1428 domain-containing protein YbaA
295	573	300	230	b0457	CDS	pdeB		c-di-GMP phosphodiesterase PdeB
200	274	157	152	b0458	CDS	ylaC		putative inner membrane protein
519	996	302	370	b0459	CDS	maa	2.3.1.79	maltose O-acetyltransferase
1417	2936	1015	1146	b0460	CDS	hha		hemolysin expression-modulating protein Hha
2233	3886	1087	1396	b0461	CDS	tomB		Hha toxicity modulator TomB
6041	16560	11788	10512	b0462	CDS	acrB		multidrug efflux pump RND permease AcrB
3138	9033	5801	5062	b0463	CDS	acrA		multidrug efflux pump membrane fusion lipoprotein AcrA
640	1273	628	641	b0464	CDS	acrR		DNA-binding transcriptional repressor AcrR
1007	2451	1506	1198	b0465	CDS	mscK		potassium dependent, small conductance mechanosensitive channel
46	94	45	45	b0466	CDS	ybaM		DUF2496 domain-containing protein YbaM
83	238	147	128	b0467	CDS	priC		primosomal replication protein N''
325	600	466	388	b0468	CDS	ybaN		DUF454 domain-containing inner membrane protein YbaN
690	1427	975	758	b0469	CDS	apt	2.4.2.7	adenine phosphoribosyltransferase
1300	2992	2622	2295	b0470	CDS	dnaX		DNA polymerase III subunit tau
3.60182e-05	1.80635e-07	0	2.18615e-08	b0470	CDS	dnaX		DNA polymerase III subunit gamma
451	1125	1045	1007	b0471	CDS	ybaB		putative nucleoid-associated protein YbaB
604	1344	1344	1158	b0472	CDS	recR		DNA repair protein RecR
909	2343	1556	1473	b0473	CDS	htpG		chaperone protein HtpG
2931	8042	2956	2420	b0474	CDS	adk	2.7.4.3	adenylate kinase
208	464	260	196	b0475	CDS	hemH	4.99.1.1	ferrochelatase
40	107	63	35	b0476	CDS	aes	3.1.1.6	acetylesterase
476	1038	760	587	b0477	CDS	gsk	2.7.1.73	inosine/guanosine kinase
1202	2866	2371	2253	b0478	CDS	ybaL		putative transporter YbaL
111	171	124	120	b0479	CDS	fsr		fosmidomycin efflux pump
681	1454	1095	894	b0480	CDS	ushA	3.1.3.41	5'-nucleotidase/UDP-sugar hydrolase
193	338	194	185	b0481	CDS	ybaK		Cys-tRNA(Pro) and Cys-tRNA(Cys) deacylase
355	619	444	444	b0482	CDS	ybaP		TraB family protein YbaP
568	1022	571	526	b0483	CDS	ybaQ		DNA-binding transcriptional regulator YbaQ
3994.49	8428.51	7162.27	7367.16	b0484	CDS	copA	7.2.2.8	Cu(+) exporting P-type ATPase
634.508	1425.49	953.731	1142.84	b0484	CDS	copA		soluble Cu(+) chaperone
1561	2397	680	636	b0485	CDS	glsA	3.5.1.2	glutaminase 1
839	1315	369	353	b0486	CDS	ybaT		putative transporter YbaT
238	608	193	205	b0487	CDS	cueR		DNA-binding transcriptional dual regulator CueR
116	220	107	131	b0488	CDS	ybbJ		NfeD-like family protein YbbJ
332	747	387	364	b0489	CDS	qmcA		PHB domain-containing protein QmcA
107	274	92	107	b0490	CDS	fetA		putative iron ABC exporter ATP-binding subunit FetA
100	199	109	79	b0491	CDS	fetB		putative iron ABC exporter membrane subunit FetB
664	1720	1319	1136	b0492	CDS	cnoX		chaperedoxin
323	756	648	613	b0493	CDS	ybbO	1.1.1.2	NADP(+)-dependent aldehyde reductase YbbO
270	609	334	318	b0494	CDS	tesA	3.1.1.5	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1
121	274	180	138	b0495	CDS	ybbA		putative ABC transporter ATP-binding protein YbbA
390	877	583	537	b0496	CDS	ybbP		putative ABC transporter membrane subunit YbbP
370	406.295	236.412	279.863	b0497	CDS	rhsD		protein RhsD
102	130	50	81	b0498	CDS	ybbC		PF15631 family protein YbbC
53	101	63	53	b0502	CDS	ylbG		putative DNA-binding transcriptional regulator YlbG
65	184	101	80	b0503	CDS	selU	2.9.1.3	tRNA 2-selenouridine synthase
11	11	5	3	b0504	CDS	allS		DNA-binding transcriptional activator AllS
9	22	4	5	b0505	CDS	allA	4.3.2.3	ureidoglycolate lyase
1131	2136	1136	998	b0506	CDS	allR		DNA-binding transcriptional repressor AllR
32	77	58	53	b0507	CDS	gcl	4.1.1.47	glyoxylate carboligase
7	10	13	4	b0508	CDS	hyi	5.3.1.22	hydroxypyruvate isomerase
10	28	17	17	b0509	CDS	glxR		tartronate semialdehyde reductase 2
4	10	7	2	b0511	CDS	ybbW		putative allantoin transporter
21	62	24	12	b0512	CDS	allB	3.5.2.5	allantoinase
40	83	81	67	b0513	CDS	ybbY		putative purine transporter
64	160	84	90	b0514	CDS	glxK	2.7.1.165	glycerate 2-kinase 2
160	323	102	79	b0515	CDS	allE	3.5.3.26	(S)-ureidoglycine aminohydrolase
67	218	56	48	b0516	CDS	allC	3.5.3.9	allantoate amidohydrolase
7	13	5	6	b0517	CDS	allD	1.1.1.350	ureidoglycolate dehydrogenase
5	7	5	0	b0518	CDS	fdrA		putative acyl-CoA synthetase FdrA
7	20	20	17	b4572	CDS	ylbE		DUF1116 domain-containing protein YlbE
10	12	9	9	b0520	CDS	ylbF		DUF2877 domain-containing protein YlbF
53	114	114	100	b0521	CDS	ybcF		putative carbamate kinase
1059	2421	1487	982	b0522	CDS	purK	6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase
429	1172	663	409	b0523	CDS	purE	5.4.99.18	N(5)-carboxyaminoimidazole ribonucleotide mutase
269	709	500	352	b0524	CDS	lpxH	3.6.1.54	UDP-2,3-diacylglucosamine diphosphatase
2626	6552	3553	3082	b0525	CDS	ppiB	5.2.1.8	peptidyl-prolyl cis-trans isomerase B
698	1435	824	645	b0526	CDS	cysS	6.1.1.16	cysteine--tRNA ligase
30	65	67	43	b0527	CDS	ybcI		PF04307 family inner membrane protein YbcI
55	147	125	101	b0528	CDS	ybcJ		putative RNA-binding protein YbcJ
1015	2355	1655	1315	b0529	CDS	folD	1.5.1.5	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
13	46	14	15	b0530	CDS	sfmA		putative fimbrial protein SfmA
7	6	2	2	b0531	CDS	sfmC		putative fimbrial chaperone SfmC
34	60	13	11	b0532	CDS	sfmD		putative fimbrial usher protein SfmD
3	2	0	0	b0533	CDS	sfmH		putative fimbrial adhesin protein SfmH
7	2	2	2	b0534	CDS	sfmF		putative fimbrial protein SfmF
23	44	10	11	b0535	CDS	fimZ		putative LuxR family transcriptional regulator FimZ
4	20	2	2	b0536	tRNA	argU		tRNA-Arg
447	1239	534	450	b0537	CDS	intD		DLP12 prophage; putative integrase
47	59	29	26	b0542	CDS	renD		DLP12 prophage; protein RenD
28.2	77.2	42.6	35.6	b0540	CDS	insE3		DLP12 prophage; IS3 element protein InsE
62.2	134.6	88.2	70.4	b0541	CDS	insF3		DLP12 prophage; IS3 element protein InsF
132	238	35	40	b0543	CDS	emrE		DLP12 prophage; multidrug/betaine/choline efflux transporter EmrE
0	1	0	0	b4733	CDS	ylcJ		DLP12 prophage; protein YlcJ
32	50	20	11	b0544	CDS	ybcK		DLP12 prophage; putative recombinase YbcK
36	105	30	34	b0545	CDS	ybcL		DLP12 prophage; periplasmic protein YbcL
294	263	57	81	b0546	CDS	ybcM		DLP12 prophage; putative DNA-binding transcriptional regulator
1	2	0	0	b4588	CDS	ylcH		DLP12 prophage; uncharacterized protein YlcH
5	8	1	1	b0547	CDS	ybcN		DLP12 prophage; DNA base-flipping protein
0	1	1	0	b0548	CDS	ninE		DLP12 prophage; NinE family prophage protein
0	0	0	0	b0549	CDS	ybcO		DLP12 prophage; putative nuclease YbcO
2	2	2	5	b0550	CDS	rusA		DLP12 prophage; crossover junction endodeoxyribonuclease RusA
1	1	0	0	b4509	CDS	ylcG		DLP12 prophage; uncharacterized protein YlcG
24	20	4	7	b0551	CDS	quuD		DLP12 prophage; prophage antitermination protein Q homolog QuuD
485	1083	501	344	b0553	CDS	nmpC		DLP12 prophage; putative outer membrane porin NmpC
302.241	789.619	494.116	403.426	b0552	CDS	insH2		DLP12 prophage; IS5 transposase and trans-activator
34	38	25	18	b0554	CDS	essD		DLP12 prophage; putative phage lysis protein
36	72	24	17	b0555	CDS	rrrD	3.2.1.17	DLP12 prophage; lysozyme
20.7623	40.5947	15.0644	18.5372	b0556	CDS	rzpD		DLP12 prophage; putative prophage endopeptidase RzpD
2.51421	9.34007	0.222105	0.963776	b4510	CDS	rzoD		DLP12 prophage; putative prophage lysis lipoprotein RzoD
75	129	31	17	b0557	CDS	borD		DLP12 prophage; prophage lipoprotein BorD
17.5152	9.26316	3	5	b0558	CDS	ybcV		DLP12 prophage; DUF1398 domain-containing protein YbcV
28	18	4	7	b0559	CDS	ybcW		DLP12 prophage; uncharacterized protein YbcW
11	19	5	4	b4589	CDS	ylcI		DLP12 prophage; DUF3950 domain-containing protein YlcI
10.7728	9.92082	14.283	8.21544	b0560	CDS	nohD		DLP12 prophage; putative DNA-packaging protein NohD
17.8441	43.9042	13.8518	13.3993	b0561	CDS	tfaD		DLP12 prophage; putative tail fiber assembly protein TfaD
4	12	5	5	b0563	CDS	tfaX		DLP12 prophage; protein TfaX
195	206	17	30	b0564	CDS	appY		DLP12 prophage; DNA-binding transcriptional activator AppY
6516	14410	5283	4435	b0565	CDS	ompT	3.4.23.49	DLP12 prophage; protease 7
32	47	19	14	b0566	CDS	envY		DNA-binding transcriptional activator EnvY
28	79	42	31	b0567	CDS	ybcH		DUF4434 domain-containing protein YbcH
112	244	178	155	b0568	CDS	nfrA		bacteriophage N4 outer membrane receptor
237	398	371	458	b0569	CDS	nfrB		bacteriophage N4 adsorption protein
1252	2565	2987	2508	b0570	CDS	cusS	2.7.13.1	sensor histidine kinase CusS
1389	2658	2321	2294	b0571	CDS	cusR		DNA-binding transcriptional activator CusR
6255	15273	14682	14532	b0572	CDS	cusC		copper/silver export system outer membrane channel
2850	8059	10188	10488	b0573	CDS	cusF		copper/silver export system periplasmic binding protein
3720	10760	16198	16083	b0574	CDS	cusB		copper/silver export system membrane fusion protein
4916	9744	17409	17187	b0575	CDS	cusA		copper/silver export system RND permease
892	1787	2237	2251	b0576	CDS	pheP		phenylalanine:H(+) symporter PheP
351	643	267	215	b0577	CDS	ybdG		miniconductance mechanosensitive channel YbdG
602	1384	660	484	b0578	CDS	nfsB	1.5.1.34	NAD(P)H nitroreductase NfsB
74	212	128	106	b0579	CDS	ybdF		PF04237 family protein YbdF
76	185	89	78	b0580	CDS	ybdJ		DUF1158 domain-containing protein YbdJ
670	1581	1158	1011	b0581	CDS	ybdK		carboxylate-amine ligase
7	1	6	3	b4415	CDS	hokE		protein HokE
310	614	481	365	b0582	CDS	insL2		IS186/IS421 transposase
100	207	130	144	b0583	CDS	entD	6.3.2.14	phosphopantetheinyl transferase EntD
1082	1995	1299	1136	b0584	CDS	fepA		ferric enterobactin outer membrane transporter
206	362	270	200	b0585	CDS	fes	3.1.1.108	ferric enterobactin esterase
15	38	27	26	b4511	CDS	ybdZ		enterobactin biosynthesis protein YbdZ
939	1718	1665	1666	b0586	CDS	entF	6.3.2.14	apo-serine activating enzyme
15	30	24	19	b0587	CDS	fepE		polysaccharide co-polymerase family protein FepE
189	410	228	234	b0588	CDS	fepC	7.2.2.17	ferric enterobactin ABC transporter ATP binding subunit
106	240	150	146	b0589	CDS	fepG	7.2.2.17	ferric enterobactin ABC transporter membrane subunit FepG
333	607	348	309	b0590	CDS	fepD	7.2.2.17	ferric enterobactin ABC transporter membrane subunit FebD
284	718	348	275	b0591	CDS	entS		enterobactin exporter EntS
299	872	455	367	b0592	CDS	fepB	7.2.2.17	ferric enterobactin ABC transporter periplasmic binding protein
524	1162	622	479	b0593	CDS	entC	5.4.4.2	isochorismate synthase EntC
526	1221	814	669	b0594	CDS	entE	6.3.2.14	2,3-dihydroxybenzoate-AMP ligase
287	598	418	359	b0595	CDS	entB	3.3.2.1	enterobactin synthase component B
215	474	375	340	b0596	CDS	entA	1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
186	350	253	224	b0597	CDS	entH		proofreading thioesterase in enterobactin biosynthesis
785	1584	900	783	b0598	CDS	cstA		carbon starvation protein A
57	96	68	58	b4512	CDS	ybdD		PF04328 family protein YbdD
167	350	164	160	b0599	CDS	hcxA		hydroxycarboxylate dehydrogenase A
88	211	46	39	b0600	CDS	ybdL	2.6.1.88	methionine transaminase
26	54	25	20	b0601	CDS	ybdM		ParB-like nuclease domain-containing protein YbdM
24	51	35	19	b0602	CDS	ybdN		putative PAPS reductase/DUF3440 domain-containing protein YbdN
58	91	39	46	b0603	CDS	ybdO		putative LysR family DNA-binding transcriptional regulator YbdO
552	1249	928	856	b0604	CDS	dsbG	5.3.4.1	protein sulfenic acid reductase and chaperone DsbG
11100	28251	22947	21262	b0605	CDS	ahpC	1.11.1.26	alkyl hydroperoxide reductase, AhpC component
1102	2998	1764	1543	b0606	CDS	ahpF	1.11.1.26	alkyl hydroperoxide reductase, AhpF component
287	461	129	103	b0607	CDS	uspG		universal stress protein G
811	1137	332	291	b0608	CDS	ybdR		putative Zn(2(+))-dependent alcohol dehydrogenase YbdR
55	71	28	29	b4734	CDS	yldA		protein YldA
425	1011	650	620	b0610	CDS	rnk		nucleoside diphosphate kinase regulator
599	1393	923	798	b0611	CDS	rna	4.6.1.21	RNase I
30	52	28	15	b0612	CDS	citT		citrate:succinate antiporter
